sha256,queue_id,decode_status,failure_class,decoded_dir,manifest_exists,apktool_yml_exists,smali_dir_count,res_exists,assets_exists,lib_exists,file_count
9331f32f477c8a56224067cc21b72688af0fda6cd87db440de0bf82b551c3cb8,DC-C07-S01-M1-CAND-0001-LEFT,success,,local-verify-not-published/DC-C07-S01-M1/DC-C07-S01-M1-CAND-0001/left,true,true,1,true,false,false,15
704d409061e7a3d5f3524c6b4adff24cd539f6cc679bf5abecff65633e4d0995,DC-C07-S01-M1-CAND-0001-RIGHT,success,,local-verify-not-published/DC-C07-S01-M1/DC-C07-S01-M1-CAND-0001/right,true,true,1,true,false,true,16
c711230535283ab71a472756db565a65aa695ed4f2cad19f028e34973fb1cfd1,DC-C07-S01-M1-CAND-0002-LEFT,success,,local-verify-not-published/DC-C07-S01-M1/DC-C07-S01-M1-CAND-0002/left,true,true,1,true,false,false,16
25ca40f916bd96992f9a01161934c69303ebd9da14539765ba40885624348f51,DC-C07-S01-M1-CAND-0002-RIGHT,success,,local-verify-not-published/DC-C07-S01-M1/DC-C07-S01-M1-CAND-0002/right,true,true,1,true,false,true,17
c345ae6eb00c926c135a5efd97c3d6e7013d1f2e8f11e5ff021aeb91d0bccd96,DC-C07-S01-M1-CAND-0003-LEFT,success,,local-verify-not-published/DC-C07-S01-M1/DC-C07-S01-M1-CAND-0003/left,true,true,1,true,false,false,17
1ae47191f07ca6fededdf45f79c81cebcdfd7899a2053b1e2f79fb68a838c2f2,DC-C07-S01-M1-CAND-0003-RIGHT,success,,local-verify-not-published/DC-C07-S01-M1/DC-C07-S01-M1-CAND-0003/right,true,true,1,true,false,true,18
1e3e0b9e4f6dc14f9ace931279af6c9ff392568533b4eac18980529eabd75904,DC-C07-S01-M1-CAND-0004-LEFT,success,,local-verify-not-published/DC-C07-S01-M1/DC-C07-S01-M1-CAND-0004/left,true,true,1,true,false,false,14
c9ca82884628c8b9a4f6076e361baaa5e68b210b85d4cdcecc75e681d66b4bec,DC-C07-S01-M1-CAND-0004-RIGHT,success,,local-verify-not-published/DC-C07-S01-M1/DC-C07-S01-M1-CAND-0004/right,true,true,1,true,false,true,15
2ae99e53166590df00194cf35820b34fd78996aed0f184b549c9b202b9b94506,DC-C07-S01-M1-CAND-0005-LEFT,success,,local-verify-not-published/DC-C07-S01-M1/DC-C07-S01-M1-CAND-0005/left,true,true,1,true,false,false,15
a603e306f4c7da58df56891e5a7cf48130436beebfd0ff35e45352512ad21f0e,DC-C07-S01-M1-CAND-0005-RIGHT,success,,local-verify-not-published/DC-C07-S01-M1/DC-C07-S01-M1-CAND-0005/right,true,true,1,true,false,true,16
84fcd19f32811c8e1f65ac05a2cdc17b6994645d0f24c15572dd824074c7da32,DC-C07-S01-M1-CAND-0006-LEFT,success,,local-verify-not-published/DC-C07-S01-M1/DC-C07-S01-M1-CAND-0006/left,true,true,1,true,false,false,16
d757a5097bb231b1b7ffc5d7dde28e55282de08a4c0523f420a0390c7c972a7e,DC-C07-S01-M1-CAND-0006-RIGHT,success,,local-verify-not-published/DC-C07-S01-M1/DC-C07-S01-M1-CAND-0006/right,true,true,1,true,false,true,17
092fb8ea53d9c7b3254ce02e7c262e4645a4237b1c7502b90b9b4326ffc8aca0,DC-C07-S01-M1-CAND-0007-LEFT,success,,local-verify-not-published/DC-C07-S01-M1/DC-C07-S01-M1-CAND-0007/left,true,true,1,true,false,false,17
42485565e5f964c16f2562c5b9c27d5f5b6eb16a617aa9aafa9b304493454d3b,DC-C07-S01-M1-CAND-0007-RIGHT,success,,local-verify-not-published/DC-C07-S01-M1/DC-C07-S01-M1-CAND-0007/right,true,true,1,true,false,true,18
