coordinate,dataset_id,pair_id,source_pair_id,pair_role,relation_label,split,split_group_id,left_role,right_role,left_sha256,right_sha256,left_package,right_package,left_feature_status,right_feature_status,pair_feature_status,permissions_jaccard,components_jaccard,classes_jaccard,res_path_jaccard,label_source,label_confidence,source_ref,expected_change,expected_invariants,selection_rule,allowed_use,forbidden_use,evidence_ref
DC-C07-S01-M1,DC-C07-S01-M1,DC-C07-S01-M1-POS-0001,DC-C07-S01-M1-CAND-0001,positive,positive_native_lib_added,dev,C07M1-NATIVE-0001,base_app,native_lib_added,9331f32f477c8a56224067cc21b72688af0fda6cd87db440de0bf82b551c3cb8,704d409061e7a3d5f3524c6b4adff24cd539f6cc679bf5abecff65633e4d0995,com.phd.m1.c07.f001,com.phd.m1.c07.f001,success,success,success,,,1.0000,1.0000,controlled synthetic local generation,strong,experiments/datasets/tools/build_m1_controlled_synthetic.py,lib/armeabi-v7a/libm0native.so is added to right APK,"manifest package, generated class set, method count, and resources stay stable",20 generated families; every fifth positive pair is holdout,"M1 diagnostic inspection, split checks, class-specific checks, and explanation-tag preparation",No real-world benchmark claim; this is a controlled synthetic diagnostic set.,controlled synthetic local generation
DC-C07-S01-M1,DC-C07-S01-M1,DC-C07-S01-M1-POS-0002,DC-C07-S01-M1-CAND-0002,positive,positive_native_lib_added,dev,C07M1-NATIVE-0002,base_app,native_lib_added,c711230535283ab71a472756db565a65aa695ed4f2cad19f028e34973fb1cfd1,25ca40f916bd96992f9a01161934c69303ebd9da14539765ba40885624348f51,com.phd.m1.c07.f002,com.phd.m1.c07.f002,success,success,success,,,1.0000,1.0000,controlled synthetic local generation,strong,experiments/datasets/tools/build_m1_controlled_synthetic.py,lib/armeabi-v7a/libm0native.so is added to right APK,"manifest package, generated class set, method count, and resources stay stable",20 generated families; every fifth positive pair is holdout,"M1 diagnostic inspection, split checks, class-specific checks, and explanation-tag preparation",No real-world benchmark claim; this is a controlled synthetic diagnostic set.,controlled synthetic local generation
DC-C07-S01-M1,DC-C07-S01-M1,DC-C07-S01-M1-POS-0003,DC-C07-S01-M1-CAND-0003,positive,positive_native_lib_added,dev,C07M1-NATIVE-0003,base_app,native_lib_added,c345ae6eb00c926c135a5efd97c3d6e7013d1f2e8f11e5ff021aeb91d0bccd96,1ae47191f07ca6fededdf45f79c81cebcdfd7899a2053b1e2f79fb68a838c2f2,com.phd.m1.c07.f003,com.phd.m1.c07.f003,success,success,success,,,1.0000,1.0000,controlled synthetic local generation,strong,experiments/datasets/tools/build_m1_controlled_synthetic.py,lib/armeabi-v7a/libm0native.so is added to right APK,"manifest package, generated class set, method count, and resources stay stable",20 generated families; every fifth positive pair is holdout,"M1 diagnostic inspection, split checks, class-specific checks, and explanation-tag preparation",No real-world benchmark claim; this is a controlled synthetic diagnostic set.,controlled synthetic local generation
DC-C07-S01-M1,DC-C07-S01-M1,DC-C07-S01-M1-POS-0004,DC-C07-S01-M1-CAND-0004,positive,positive_native_lib_added,dev,C07M1-NATIVE-0004,base_app,native_lib_added,1e3e0b9e4f6dc14f9ace931279af6c9ff392568533b4eac18980529eabd75904,c9ca82884628c8b9a4f6076e361baaa5e68b210b85d4cdcecc75e681d66b4bec,com.phd.m1.c07.f004,com.phd.m1.c07.f004,success,success,success,,,1.0000,1.0000,controlled synthetic local generation,strong,experiments/datasets/tools/build_m1_controlled_synthetic.py,lib/armeabi-v7a/libm0native.so is added to right APK,"manifest package, generated class set, method count, and resources stay stable",20 generated families; every fifth positive pair is holdout,"M1 diagnostic inspection, split checks, class-specific checks, and explanation-tag preparation",No real-world benchmark claim; this is a controlled synthetic diagnostic set.,controlled synthetic local generation
DC-C07-S01-M1,DC-C07-S01-M1,DC-C07-S01-M1-POS-0005,DC-C07-S01-M1-CAND-0005,positive,positive_native_lib_added,holdout,C07M1-NATIVE-0005,base_app,native_lib_added,2ae99e53166590df00194cf35820b34fd78996aed0f184b549c9b202b9b94506,a603e306f4c7da58df56891e5a7cf48130436beebfd0ff35e45352512ad21f0e,com.phd.m1.c07.f005,com.phd.m1.c07.f005,success,success,success,,,1.0000,1.0000,controlled synthetic local generation,strong,experiments/datasets/tools/build_m1_controlled_synthetic.py,lib/armeabi-v7a/libm0native.so is added to right APK,"manifest package, generated class set, method count, and resources stay stable",20 generated families; every fifth positive pair is holdout,"M1 diagnostic inspection, split checks, class-specific checks, and explanation-tag preparation",No real-world benchmark claim; this is a controlled synthetic diagnostic set.,controlled synthetic local generation
DC-C07-S01-M1,DC-C07-S01-M1,DC-C07-S01-M1-POS-0006,DC-C07-S01-M1-CAND-0006,positive,positive_native_lib_added,dev,C07M1-NATIVE-0006,base_app,native_lib_added,84fcd19f32811c8e1f65ac05a2cdc17b6994645d0f24c15572dd824074c7da32,d757a5097bb231b1b7ffc5d7dde28e55282de08a4c0523f420a0390c7c972a7e,com.phd.m1.c07.f006,com.phd.m1.c07.f006,success,success,success,,,1.0000,1.0000,controlled synthetic local generation,strong,experiments/datasets/tools/build_m1_controlled_synthetic.py,lib/armeabi-v7a/libm0native.so is added to right APK,"manifest package, generated class set, method count, and resources stay stable",20 generated families; every fifth positive pair is holdout,"M1 diagnostic inspection, split checks, class-specific checks, and explanation-tag preparation",No real-world benchmark claim; this is a controlled synthetic diagnostic set.,controlled synthetic local generation
DC-C07-S01-M1,DC-C07-S01-M1,DC-C07-S01-M1-POS-0007,DC-C07-S01-M1-CAND-0007,positive,positive_native_lib_added,dev,C07M1-NATIVE-0007,base_app,native_lib_added,092fb8ea53d9c7b3254ce02e7c262e4645a4237b1c7502b90b9b4326ffc8aca0,42485565e5f964c16f2562c5b9c27d5f5b6eb16a617aa9aafa9b304493454d3b,com.phd.m1.c07.f007,com.phd.m1.c07.f007,success,success,success,,,1.0000,1.0000,controlled synthetic local generation,strong,experiments/datasets/tools/build_m1_controlled_synthetic.py,lib/armeabi-v7a/libm0native.so is added to right APK,"manifest package, generated class set, method count, and resources stay stable",20 generated families; every fifth positive pair is holdout,"M1 diagnostic inspection, split checks, class-specific checks, and explanation-tag preparation",No real-world benchmark claim; this is a controlled synthetic diagnostic set.,controlled synthetic local generation
DC-C07-S01-M1,DC-C07-S01-M1,DC-C07-S01-M1-POS-0008,DC-C07-S01-M1-CAND-0008,positive,positive_native_lib_added,dev,C07M1-NATIVE-0008,base_app,native_lib_added,172e0424923b9af5243011f8bd6e7b016ab3dc415b7e126e1b23b68c3b36c271,b5ee2bd67ae76627b6ff08716f12e98093a6093c599fa2f76ea5bd251fd4b5ae,com.phd.m1.c07.f008,com.phd.m1.c07.f008,success,success,success,,,1.0000,1.0000,controlled synthetic local generation,strong,experiments/datasets/tools/build_m1_controlled_synthetic.py,lib/armeabi-v7a/libm0native.so is added to right APK,"manifest package, generated class set, method count, and resources stay stable",20 generated families; every fifth positive pair is holdout,"M1 diagnostic inspection, split checks, class-specific checks, and explanation-tag preparation",No real-world benchmark claim; this is a controlled synthetic diagnostic set.,controlled synthetic local generation
DC-C07-S01-M1,DC-C07-S01-M1,DC-C07-S01-M1-POS-0009,DC-C07-S01-M1-CAND-0009,positive,positive_native_lib_added,dev,C07M1-NATIVE-0009,base_app,native_lib_added,72219c0ba9f51b61b107ba2b55f28bd7b427355c78455b99c0a6ae81a3056e4f,83c4bd18c1742925f236d63e34738e30b1deb8f5006c7998bb1f54be23ad44d3,com.phd.m1.c07.f009,com.phd.m1.c07.f009,success,success,success,,,1.0000,1.0000,controlled synthetic local generation,strong,experiments/datasets/tools/build_m1_controlled_synthetic.py,lib/armeabi-v7a/libm0native.so is added to right APK,"manifest package, generated class set, method count, and resources stay stable",20 generated families; every fifth positive pair is holdout,"M1 diagnostic inspection, split checks, class-specific checks, and explanation-tag preparation",No real-world benchmark claim; this is a controlled synthetic diagnostic set.,controlled synthetic local generation
DC-C07-S01-M1,DC-C07-S01-M1,DC-C07-S01-M1-POS-0010,DC-C07-S01-M1-CAND-0010,positive,positive_native_lib_added,holdout,C07M1-NATIVE-0010,base_app,native_lib_added,a9ff67220d43fcd15ecf8c3c297f0bd86bce2e9893b24d88a54c4063f1f44cfc,33afe425450046280d43a84b46ff5e686fa607c686f5dbc0cdcebb9284eb2355,com.phd.m1.c07.f010,com.phd.m1.c07.f010,success,success,success,,,1.0000,1.0000,controlled synthetic local generation,strong,experiments/datasets/tools/build_m1_controlled_synthetic.py,lib/armeabi-v7a/libm0native.so is added to right APK,"manifest package, generated class set, method count, and resources stay stable",20 generated families; every fifth positive pair is holdout,"M1 diagnostic inspection, split checks, class-specific checks, and explanation-tag preparation",No real-world benchmark claim; this is a controlled synthetic diagnostic set.,controlled synthetic local generation
DC-C07-S01-M1,DC-C07-S01-M1,DC-C07-S01-M1-POS-0011,DC-C07-S01-M1-CAND-0011,positive,positive_native_lib_added,dev,C07M1-NATIVE-0011,base_app,native_lib_added,54ec713d10957930c19299a373badce74a14beaa8f9de5ff494f7a1897db51f9,f67a432a9fc8bf82e9678c79b7d9ccb63b32e6fa1270477fedb1d9d266b0ae12,com.phd.m1.c07.f011,com.phd.m1.c07.f011,success,success,success,,,1.0000,1.0000,controlled synthetic local generation,strong,experiments/datasets/tools/build_m1_controlled_synthetic.py,lib/armeabi-v7a/libm0native.so is added to right APK,"manifest package, generated class set, method count, and resources stay stable",20 generated families; every fifth positive pair is holdout,"M1 diagnostic inspection, split checks, class-specific checks, and explanation-tag preparation",No real-world benchmark claim; this is a controlled synthetic diagnostic set.,controlled synthetic local generation
DC-C07-S01-M1,DC-C07-S01-M1,DC-C07-S01-M1-POS-0012,DC-C07-S01-M1-CAND-0012,positive,positive_native_lib_added,dev,C07M1-NATIVE-0012,base_app,native_lib_added,dea232d18e5c663aeeef6bd7623392c2830827ea14cb7e6a90cc33dee2473eaf,3da51afc3260bf5bc7122b32224eb32dfd927a8b2d2060ce785256a2cc0ef2ff,com.phd.m1.c07.f012,com.phd.m1.c07.f012,success,success,success,,,1.0000,1.0000,controlled synthetic local generation,strong,experiments/datasets/tools/build_m1_controlled_synthetic.py,lib/armeabi-v7a/libm0native.so is added to right APK,"manifest package, generated class set, method count, and resources stay stable",20 generated families; every fifth positive pair is holdout,"M1 diagnostic inspection, split checks, class-specific checks, and explanation-tag preparation",No real-world benchmark claim; this is a controlled synthetic diagnostic set.,controlled synthetic local generation
DC-C07-S01-M1,DC-C07-S01-M1,DC-C07-S01-M1-POS-0013,DC-C07-S01-M1-CAND-0013,positive,positive_native_lib_added,dev,C07M1-NATIVE-0013,base_app,native_lib_added,5320f329b640242a9265a6ce0f9812e4dc4c0a75917bc61eb34d6650958a88b0,82a3960909395907791f32029d6e144834ba57d0373c068a4362013b2a0cc27c,com.phd.m1.c07.f013,com.phd.m1.c07.f013,success,success,success,,,1.0000,1.0000,controlled synthetic local generation,strong,experiments/datasets/tools/build_m1_controlled_synthetic.py,lib/armeabi-v7a/libm0native.so is added to right APK,"manifest package, generated class set, method count, and resources stay stable",20 generated families; every fifth positive pair is holdout,"M1 diagnostic inspection, split checks, class-specific checks, and explanation-tag preparation",No real-world benchmark claim; this is a controlled synthetic diagnostic set.,controlled synthetic local generation
DC-C07-S01-M1,DC-C07-S01-M1,DC-C07-S01-M1-POS-0014,DC-C07-S01-M1-CAND-0014,positive,positive_native_lib_added,dev,C07M1-NATIVE-0014,base_app,native_lib_added,9425ebe3cc3e146d76e20b67e350f2d1119374a41cc41a20ccff480ca662c444,0297290d2cd589d61867b3f707f0c60c9a834eb912b67c8e5d9e9258f57e2a3a,com.phd.m1.c07.f014,com.phd.m1.c07.f014,success,success,success,,,1.0000,1.0000,controlled synthetic local generation,strong,experiments/datasets/tools/build_m1_controlled_synthetic.py,lib/armeabi-v7a/libm0native.so is added to right APK,"manifest package, generated class set, method count, and resources stay stable",20 generated families; every fifth positive pair is holdout,"M1 diagnostic inspection, split checks, class-specific checks, and explanation-tag preparation",No real-world benchmark claim; this is a controlled synthetic diagnostic set.,controlled synthetic local generation
DC-C07-S01-M1,DC-C07-S01-M1,DC-C07-S01-M1-POS-0015,DC-C07-S01-M1-CAND-0015,positive,positive_native_lib_added,holdout,C07M1-NATIVE-0015,base_app,native_lib_added,97c560461f8bc79df95a951fc6b4298967294e9f13086f4475d8aabf61b3185a,1f97b8de2089c38bb4253a3e7159f9bf15875c8c6ebd3009bf3b96bda8b8777c,com.phd.m1.c07.f015,com.phd.m1.c07.f015,success,success,success,,,1.0000,1.0000,controlled synthetic local generation,strong,experiments/datasets/tools/build_m1_controlled_synthetic.py,lib/armeabi-v7a/libm0native.so is added to right APK,"manifest package, generated class set, method count, and resources stay stable",20 generated families; every fifth positive pair is holdout,"M1 diagnostic inspection, split checks, class-specific checks, and explanation-tag preparation",No real-world benchmark claim; this is a controlled synthetic diagnostic set.,controlled synthetic local generation
DC-C07-S01-M1,DC-C07-S01-M1,DC-C07-S01-M1-POS-0016,DC-C07-S01-M1-CAND-0016,positive,positive_native_lib_added,dev,C07M1-NATIVE-0016,base_app,native_lib_added,9d88870f56991ebddd461f183669a19c367a552fa24ed785ec4b6e6cf78279e3,ccb1db482d267b33cfc3e7e03e3543c7007e098cda2c3bbded111586bd17b05a,com.phd.m1.c07.f016,com.phd.m1.c07.f016,success,success,success,,,1.0000,1.0000,controlled synthetic local generation,strong,experiments/datasets/tools/build_m1_controlled_synthetic.py,lib/armeabi-v7a/libm0native.so is added to right APK,"manifest package, generated class set, method count, and resources stay stable",20 generated families; every fifth positive pair is holdout,"M1 diagnostic inspection, split checks, class-specific checks, and explanation-tag preparation",No real-world benchmark claim; this is a controlled synthetic diagnostic set.,controlled synthetic local generation
DC-C07-S01-M1,DC-C07-S01-M1,DC-C07-S01-M1-POS-0017,DC-C07-S01-M1-CAND-0017,positive,positive_native_lib_added,dev,C07M1-NATIVE-0017,base_app,native_lib_added,0f623ed88567a358266ff0376bdfad4193073d04bfb3cbe4ae5cb2a3c100fb4a,a7122eb474af95576e45b19498051c47f935097b6d2632905878068d9db7fe5e,com.phd.m1.c07.f017,com.phd.m1.c07.f017,success,success,success,,,1.0000,1.0000,controlled synthetic local generation,strong,experiments/datasets/tools/build_m1_controlled_synthetic.py,lib/armeabi-v7a/libm0native.so is added to right APK,"manifest package, generated class set, method count, and resources stay stable",20 generated families; every fifth positive pair is holdout,"M1 diagnostic inspection, split checks, class-specific checks, and explanation-tag preparation",No real-world benchmark claim; this is a controlled synthetic diagnostic set.,controlled synthetic local generation
DC-C07-S01-M1,DC-C07-S01-M1,DC-C07-S01-M1-POS-0018,DC-C07-S01-M1-CAND-0018,positive,positive_native_lib_added,dev,C07M1-NATIVE-0018,base_app,native_lib_added,8c74d09e5e07c30108168ea1e9456be3f168a1f3cd98ec1d472e6171c0db9c50,6fc6a2404dca714dd0a3d06c33c02d2a18d1f10085614286b30e86450809935d,com.phd.m1.c07.f018,com.phd.m1.c07.f018,success,success,success,,,1.0000,1.0000,controlled synthetic local generation,strong,experiments/datasets/tools/build_m1_controlled_synthetic.py,lib/armeabi-v7a/libm0native.so is added to right APK,"manifest package, generated class set, method count, and resources stay stable",20 generated families; every fifth positive pair is holdout,"M1 diagnostic inspection, split checks, class-specific checks, and explanation-tag preparation",No real-world benchmark claim; this is a controlled synthetic diagnostic set.,controlled synthetic local generation
DC-C07-S01-M1,DC-C07-S01-M1,DC-C07-S01-M1-POS-0019,DC-C07-S01-M1-CAND-0019,positive,positive_native_lib_added,dev,C07M1-NATIVE-0019,base_app,native_lib_added,551286f225b22608ca5995de80d251ef5a178cc02322bb3b061d5f81b140d856,b84572470ee25d42c1b98bd108f92e4e0d19f3ef98dd98f25d6a68cdd389e747,com.phd.m1.c07.f019,com.phd.m1.c07.f019,success,success,success,,,1.0000,1.0000,controlled synthetic local generation,strong,experiments/datasets/tools/build_m1_controlled_synthetic.py,lib/armeabi-v7a/libm0native.so is added to right APK,"manifest package, generated class set, method count, and resources stay stable",20 generated families; every fifth positive pair is holdout,"M1 diagnostic inspection, split checks, class-specific checks, and explanation-tag preparation",No real-world benchmark claim; this is a controlled synthetic diagnostic set.,controlled synthetic local generation
