pair_id,change_tag,tag_source,tag_confidence,tag_evidence
DC-C05-S01-M1-POS-0001,code_injection,external_piggybacking_label,medium,AZP-PB-0001
DC-C05-S01-M1-POS-0001,permission_change,feature_delta_smoke,medium,permissions_jaccard=0.1429
DC-C05-S01-M1-POS-0001,component_change,feature_delta_smoke,medium,components_jaccard=0.3750
DC-C05-S01-M1-POS-0001,class_set_change,feature_delta_smoke,medium,classes_jaccard=0.2982
DC-C05-S01-M1-POS-0002,code_injection,external_piggybacking_label,medium,AZP-PB-0002
DC-C05-S01-M1-POS-0002,permission_change,feature_delta_smoke,medium,permissions_jaccard=0.5000
DC-C05-S01-M1-POS-0002,component_change,feature_delta_smoke,medium,components_jaccard=0.8333
DC-C05-S01-M1-POS-0002,resource_change,feature_delta_smoke,medium,res_path_jaccard=0.8276
DC-C05-S01-M1-POS-0002,class_set_change,feature_delta_smoke,medium,classes_jaccard=0.9366
DC-C05-S01-M1-POS-0003,code_injection,external_piggybacking_label,medium,AZP-PB-0003
DC-C05-S01-M1-POS-0003,permission_change,feature_delta_smoke,medium,permissions_jaccard=0.2222
DC-C05-S01-M1-POS-0003,component_change,feature_delta_smoke,medium,components_jaccard=0.5714
DC-C05-S01-M1-POS-0003,class_set_change,feature_delta_smoke,medium,classes_jaccard=0.5775
DC-C05-S01-M1-POS-0004,code_injection,external_piggybacking_label,medium,AZP-PB-0004
DC-C05-S01-M1-POS-0004,resource_change,feature_delta_smoke,medium,res_path_jaccard=0.8011
DC-C05-S01-M1-POS-0005,code_injection,external_piggybacking_label,medium,AZP-PB-0005
DC-C05-S01-M1-POS-0005,permission_change,feature_delta_smoke,medium,permissions_jaccard=0.2500
DC-C05-S01-M1-POS-0005,component_change,feature_delta_smoke,medium,components_jaccard=0.5000
DC-C05-S01-M1-POS-0005,class_set_change,feature_delta_smoke,medium,classes_jaccard=0.7654
DC-C05-S01-M1-POS-0006,code_injection,external_piggybacking_label,medium,AZP-PB-0006
DC-C05-S01-M1-POS-0006,resource_change,feature_delta_smoke,medium,res_path_jaccard=0.9985
DC-C05-S01-M1-POS-0007,code_injection,external_piggybacking_label,medium,AZP-PB-0007
DC-C05-S01-M1-POS-0008,code_injection,external_piggybacking_label,medium,AZP-PB-0008
DC-C05-S01-M1-POS-0008,permission_change,feature_delta_smoke,medium,permissions_jaccard=0.9000
DC-C05-S01-M1-POS-0008,component_change,feature_delta_smoke,medium,components_jaccard=0.5000
DC-C05-S01-M1-POS-0008,class_set_change,feature_delta_smoke,medium,classes_jaccard=0.7819
DC-C05-S01-M1-POS-0009,code_injection,external_piggybacking_label,medium,AZP-PB-0009
DC-C05-S01-M1-POS-0010,code_injection,external_piggybacking_label,medium,AZP-PB-0010
DC-C05-S01-M1-POS-0010,permission_change,feature_delta_smoke,medium,permissions_jaccard=0.4286
DC-C05-S01-M1-POS-0010,component_change,feature_delta_smoke,medium,components_jaccard=0.4000
DC-C05-S01-M1-POS-0010,class_set_change,feature_delta_smoke,medium,classes_jaccard=0.6667
DC-C05-S01-M1-POS-0011,code_injection,external_piggybacking_label,medium,AZP-PB-0011
DC-C05-S01-M1-POS-0011,component_change,feature_delta_smoke,medium,components_jaccard=0.5500
DC-C05-S01-M1-POS-0011,class_set_change,feature_delta_smoke,medium,classes_jaccard=0.8398
DC-C05-S01-M1-POS-0012,code_injection,external_piggybacking_label,medium,AZP-PB-0012
DC-C05-S01-M1-POS-0012,permission_change,feature_delta_smoke,medium,permissions_jaccard=0.5000
DC-C05-S01-M1-POS-0012,component_change,feature_delta_smoke,medium,components_jaccard=0.5000
DC-C05-S01-M1-POS-0012,class_set_change,feature_delta_smoke,medium,classes_jaccard=0.7662
DC-C05-S01-M1-POS-0013,code_injection,external_piggybacking_label,medium,AZP-PB-0013
DC-C05-S01-M1-POS-0013,permission_change,feature_delta_smoke,medium,permissions_jaccard=0.3333
DC-C05-S01-M1-POS-0013,component_change,feature_delta_smoke,medium,components_jaccard=0.9348
DC-C05-S01-M1-POS-0013,class_set_change,feature_delta_smoke,medium,classes_jaccard=0.9877
DC-C05-S01-M1-POS-0014,code_injection,external_piggybacking_label,medium,AZP-PB-0014
DC-C05-S01-M1-POS-0014,permission_change,feature_delta_smoke,medium,permissions_jaccard=0.7143
DC-C05-S01-M1-POS-0014,component_change,feature_delta_smoke,medium,components_jaccard=0.8333
