coordinate,dataset_id,pair_id,source_pair_id,pair_role,relation_label,split,split_group_id,left_role,right_role,left_sha256,right_sha256,left_package,right_package,left_feature_status,right_feature_status,pair_feature_status,permissions_jaccard,components_jaccard,classes_jaccard,res_path_jaccard,label_source,label_confidence,source_ref,expected_change,expected_invariants,selection_rule,allowed_use,forbidden_use,evidence_ref
DC-C01-S01-M1,DC-C01-S01-M1,DC-C01-S01-M1-POS-0001,DC-C01-S01-M1-CAND-0001,positive,positive_repack,dev,C01M1-RP-0001,original,repackaged,01195c7318fb8effa28db5e32c46599c30c18b8743781c30470ade92d83caea5,d548502f86d440d9e27145d3ef9e351f04e1d96284e7dbdeae9a886f26366c54,com.picsart.studio,com.picsart.studio,success,success,success,1.0000,1.0000,1.0000,1.0000,RePack benchmark pair label,medium,experiments/artifacts/E-EXEC-080-INVENTORY/repack-repo/repackaging_pairs.txt,APK was repackaged or modified while preserving lineage,same or close application lineage should remain visible; exact package equality is not required,"M0 seeds first, then first non-overlapping RePack source rows until 20 materialized positive pairs","M1 diagnostic inspection, split checks, negative-pair checks, and repack behavior analysis","No publication-grade quality/F1 claim; this is a small M1 diagnostic set, not a claim-ready benchmark.",RePack benchmark
DC-C01-S01-M1,DC-C01-S01-M1,DC-C01-S01-M1-POS-0002,DC-C01-S01-M1-CAND-0002,positive,positive_repack,dev,C01M1-RP-0002,original,repackaged,04d61cf71bcd9e9ff83d35fa86c82cb0e4d1476c39cb1a87217e7d4dfa4b71af,d5c2a31bd95fc4d602b00dfc239d86c7e7160efb334968f0dcf7972641c7c504,com.checkers.checkers,com.checkers.checkers,success,success,success,1.0000,1.0000,0.7569,0.9940,RePack benchmark pair label,medium,experiments/artifacts/E-EXEC-080-INVENTORY/repack-repo/repackaging_pairs.txt,APK was repackaged or modified while preserving lineage,same or close application lineage should remain visible; exact package equality is not required,"M0 seeds first, then first non-overlapping RePack source rows until 20 materialized positive pairs","M1 diagnostic inspection, split checks, negative-pair checks, and repack behavior analysis","No publication-grade quality/F1 claim; this is a small M1 diagnostic set, not a claim-ready benchmark.",RePack benchmark
DC-C01-S01-M1,DC-C01-S01-M1,DC-C01-S01-M1-POS-0003,DC-C01-S01-M1-CAND-0003,positive,positive_repack,dev,C01M1-RP-0003,original,repackaged,05667ddf242b81000b2d29946a63c1113162c8c72ff13b82464c123da26c64a3,3ff73591ab3c0bd3d8271a3f5b5643154f3e4d6dff7203fbfff052aea71bb9b1,com.dseffects.VirtualDog,com.dseffects.VirtualDog,success,success,success,1.0000,1.0000,0.1857,1.0000,RePack benchmark pair label,medium,experiments/artifacts/E-EXEC-080-INVENTORY/repack-repo/repackaging_pairs.txt,APK was repackaged or modified while preserving lineage,same or close application lineage should remain visible; exact package equality is not required,"M0 seeds first, then first non-overlapping RePack source rows until 20 materialized positive pairs","M1 diagnostic inspection, split checks, negative-pair checks, and repack behavior analysis","No publication-grade quality/F1 claim; this is a small M1 diagnostic set, not a claim-ready benchmark.",RePack benchmark
DC-C01-S01-M1,DC-C01-S01-M1,DC-C01-S01-M1-POS-0004,DC-C01-S01-M1-CAND-0004,positive,positive_repack,dev,C01M1-RP-0004,original,repackaged,083e11ab8280522404d62963b6118de52d81333d8640c876244687fd1fec065d,c9f77f0849974a41d6a35cb00e2a4274b4d4a3a5435a1a7ceac645dc32805a03,org.pyload.android.client,org.pyload.android.client,success,success,success,1.0000,1.0000,1.0000,1.0000,RePack benchmark pair label,medium,experiments/artifacts/E-EXEC-080-INVENTORY/repack-repo/repackaging_pairs.txt,APK was repackaged or modified while preserving lineage,same or close application lineage should remain visible; exact package equality is not required,"M0 seeds first, then first non-overlapping RePack source rows until 20 materialized positive pairs","M1 diagnostic inspection, split checks, negative-pair checks, and repack behavior analysis","No publication-grade quality/F1 claim; this is a small M1 diagnostic set, not a claim-ready benchmark.",RePack benchmark
DC-C01-S01-M1,DC-C01-S01-M1,DC-C01-S01-M1-POS-0005,DC-C01-S01-M1-CAND-0005,positive,positive_repack,holdout,C01M1-RP-0005,original,repackaged,10eda742fb707dc442217d942923eafa7140e83c4c2c04f477a8ea5368285fe5,ccea2daaee5d9ef65876b8b1e7aed79454cd7e501f291ed2aca0e4973ff1075f,com.cjdao.trackback,com.cjdao.trackback,success,success,success,1.0000,1.0000,0.9894,1.0000,RePack benchmark pair label,medium,experiments/artifacts/E-EXEC-080-INVENTORY/repack-repo/repackaging_pairs.txt,APK was repackaged or modified while preserving lineage,same or close application lineage should remain visible; exact package equality is not required,"M0 seeds first, then first non-overlapping RePack source rows until 20 materialized positive pairs","M1 diagnostic inspection, split checks, negative-pair checks, and repack behavior analysis","No publication-grade quality/F1 claim; this is a small M1 diagnostic set, not a claim-ready benchmark.",RePack benchmark
DC-C01-S01-M1,DC-C01-S01-M1,DC-C01-S01-M1-POS-0006,DC-C01-S01-M1-CAND-0006,positive,positive_repack,dev,C01M1-RP-0006,original,repackaged,228e4844ebbea413fbd16b17ba09e96ebdf93c3ba0499edc67ec28b6fea2dadd,9d21e7213377abb04cb3134999fd25dc5cae798f9549e605b82f50259507fdef,de.tellows,de.tellows,success,success,success,1.0000,1.0000,1.0000,1.0000,RePack benchmark pair label,medium,experiments/artifacts/E-EXEC-080-INVENTORY/repack-repo/repackaging_pairs.txt,APK was repackaged or modified while preserving lineage,same or close application lineage should remain visible; exact package equality is not required,"M0 seeds first, then first non-overlapping RePack source rows until 20 materialized positive pairs","M1 diagnostic inspection, split checks, negative-pair checks, and repack behavior analysis","No publication-grade quality/F1 claim; this is a small M1 diagnostic set, not a claim-ready benchmark.",RePack benchmark
DC-C01-S01-M1,DC-C01-S01-M1,DC-C01-S01-M1-POS-0007,DC-C01-S01-M1-CAND-0007,positive,positive_repack,dev,C01M1-RP-0007,original,repackaged,256b984de50e7d46d4457ebcbae98f1b1a500fed3ec75659d3834416f1cf68de,6fa7eba67dfd2922c5212040ffb93af73ee38e2371b2609fb670fd65e3aafc3c,com.speedsoftware.rootexplorer,com.speedsoftware.rootexplorer,success,success,success,1.0000,1.0000,1.0000,0.9356,RePack benchmark pair label,medium,experiments/artifacts/E-EXEC-080-INVENTORY/repack-repo/repackaging_pairs.txt,APK was repackaged or modified while preserving lineage,same or close application lineage should remain visible; exact package equality is not required,"M0 seeds first, then first non-overlapping RePack source rows until 20 materialized positive pairs","M1 diagnostic inspection, split checks, negative-pair checks, and repack behavior analysis","No publication-grade quality/F1 claim; this is a small M1 diagnostic set, not a claim-ready benchmark.",RePack benchmark
DC-C01-S01-M1,DC-C01-S01-M1,DC-C01-S01-M1-POS-0008,DC-C01-S01-M1-CAND-0008,positive,positive_repack,dev,C01M1-RP-0008,original,repackaged,000595c346096b92b073f3a7c055ffe466edcf3e51e017c280feab641e3d95d3,3f390b8c822ee9aacad4dc24cd0c40639fdc84d15b2c858377001aa207a8173a,com.tekciz.idol2012,com.tekciz.thevoice,success,success,success,1.0000,1.0000,0.8717,0.8750,RePack benchmark pair label,medium,experiments/artifacts/E-EXEC-080-INVENTORY/repack-repo/repackaging_pairs.txt,APK was repackaged or modified while preserving lineage,same or close application lineage should remain visible; exact package equality is not required,"M0 seeds first, then first non-overlapping RePack source rows until 20 materialized positive pairs","M1 diagnostic inspection, split checks, negative-pair checks, and repack behavior analysis","No publication-grade quality/F1 claim; this is a small M1 diagnostic set, not a claim-ready benchmark.",RePack benchmark
DC-C01-S01-M1,DC-C01-S01-M1,DC-C01-S01-M1-POS-0009,DC-C01-S01-M1-CAND-0009,positive,positive_repack,dev,C01M1-RP-0009,original,repackaged,000d753e7c480fa12d69fd826890683b786e4c344c52a193f1aabe07542d4efe,fd537396e99df3e67bd6fbfec3951098c14a78265c714e63d2562e1977953d3d,com.zhaocha.Whereisbeauty.free1,com.game.Blackjack.Classic.free1,success,success,success,0.9000,0.9000,0.9743,0.8800,RePack benchmark pair label,medium,experiments/artifacts/E-EXEC-080-INVENTORY/repack-repo/repackaging_pairs.txt,APK was repackaged or modified while preserving lineage,same or close application lineage should remain visible; exact package equality is not required,"M0 seeds first, then first non-overlapping RePack source rows until 20 materialized positive pairs","M1 diagnostic inspection, split checks, negative-pair checks, and repack behavior analysis","No publication-grade quality/F1 claim; this is a small M1 diagnostic set, not a claim-ready benchmark.",RePack benchmark
DC-C01-S01-M1,DC-C01-S01-M1,DC-C01-S01-M1-POS-0010,DC-C01-S01-M1-CAND-0010,positive,positive_repack,holdout,C01M1-RP-0010,original,repackaged,000ee4e31cccaddb3b9e301bd803ceed512b06f31d149c2e248545b49f4ee967,d73c16e1be06b4360ea13b1e25e2933bbc99ad5cb824b31b424a6ba09b3436ac,com.geniteam.gangwars.paid10rp,com.geniteam.gangwars.lite,success,success,success,0.8182,1.0000,0.9812,1.0000,RePack benchmark pair label,medium,experiments/artifacts/E-EXEC-080-INVENTORY/repack-repo/repackaging_pairs.txt,APK was repackaged or modified while preserving lineage,same or close application lineage should remain visible; exact package equality is not required,"M0 seeds first, then first non-overlapping RePack source rows until 20 materialized positive pairs","M1 diagnostic inspection, split checks, negative-pair checks, and repack behavior analysis","No publication-grade quality/F1 claim; this is a small M1 diagnostic set, not a claim-ready benchmark.",RePack benchmark
