sha256,feature_status,failure_class,decoded_dir,package_name,manifest_version_code,manifest_version_name,min_sdk,target_sdk,uses_permission_count,activity_count,activity_alias_count,service_count,receiver_count,provider_count,uses_feature_count,smali_dir_count,smali_file_count,class_count,method_count,field_count,res_file_count,res_dir_count,asset_file_count,lib_file_count,native_abi_count,top_class_prefixes,sample_permissions,sample_components
000595c346096b92b073f3a7c055ffe466edcf3e51e017c280feab641e3d95d3,success,,/private/tmp/phd-shared/datasets/DC-C01-S01-M1/decoded-sanity/000595c346096b92b073f3a7c055ffe466edcf3e51e017c280feab641e3d95d3,com.tekciz.idol2012,,,,,4,12,0,0,0,0,0,1,248,248,1275,777,137,12,0,0,0,com.google.gson:129;com.tekciz.tvshow:62;com.tekciz.idol2012:13;com.google.ads:10;a$a:1,android.permission.ACCESS_NETWORK_STATE;android.permission.INTERNET;android.permission.READ_EXTERNAL_STORAGE;android.permission.WRITE_EXTERNAL_STORAGE,activity:com.google.ads.AdActivity;activity:com.tekciz.tvshow.activity.main.MainActivity;activity:com.tekciz.tvshow.activity.main.tab.TabForUs;activity:com.tekciz.tvshow.activity.main.tab.TabListVideo;activity:com.tekciz.tvshow.activity.main.tab.TabNewVideo
000d753e7c480fa12d69fd826890683b786e4c344c52a193f1aabe07542d4efe,success,,/private/tmp/phd-shared/datasets/DC-C01-S01-M1/decoded-sanity/000d753e7c480fa12d69fd826890683b786e4c344c52a193f1aabe07542d4efe,com.zhaocha.Whereisbeauty.free1,,,,,9,16,0,2,1,0,0,1,1913,1913,12653,6545,66,10,169,3,1,android.support.v4:444;com.chartboost.sdk:211;com.inmobi.commons:170;com.google.ads:160;com.jirbo.adcolony:150,android.permission.ACCESS_NETWORK_STATE;android.permission.ACCESS_WIFI_STATE;android.permission.GET_ACCOUNTS;android.permission.GET_TASKS;android.permission.INTERNET,activity:com.chartboost.sdk.CBImpressionActivity;activity:com.freeworld.entry.Main;activity:com.freeworld.promote.prize.JoyPrizeMoreGameActivity;activity:com.freeworld.promote.prize.JoyPrizeTimerActivity;activity:com.freeworld.unions.ads.JoyAdJoymeng
000ee4e31cccaddb3b9e301bd803ceed512b06f31d149c2e248545b49f4ee967,success,,/private/tmp/phd-shared/datasets/DC-C01-S01-M1/decoded-sanity/000ee4e31cccaddb3b9e301bd803ceed512b06f31d149c2e248545b49f4ee967,com.geniteam.gangwars.paid10rp,,,,,10,49,0,2,2,0,0,1,1261,1261,9727,6038,429,4,2,0,0,com.geniteam.gangwars:418;com.sun.mail:130;com.geniteam.roleplayinggame:55;com.codecarpet.fbconnect:38;javax.mail.internet:30,android.permission.ACCESS_COARSE_LOCATION;android.permission.ACCESS_FINE_LOCATION;android.permission.ACCESS_NETWORK_STATE;android.permission.INTERNET;android.permission.READ_PHONE_STATE,activity:com.codecarpet.fbconnect.FBFeedActivity;activity:com.codecarpet.fbconnect.FBLoginActivity;activity:com.geniteam.gangwars.activities.AddsDialog;activity:com.geniteam.gangwars.activities.ArmiesList;activity:com.geniteam.gangwars.activities.ArmyShoutOut
0046c61ae24745e6a74d02a2dcf07494fd0ce6755f0c9484b8225bf4df31def1,success,,/private/tmp/phd-shared/datasets/DC-C01-S01-M1/decoded-sanity/0046c61ae24745e6a74d02a2dcf07494fd0ce6755f0c9484b8225bf4df31def1,org.northernstar.mobile,,,,,11,56,0,0,0,0,4,1,2107,2107,15260,13517,267,13,0,1,1,org.wescom.mobilecommon:542;com.google.android:392;android.support.v4:316;com.google.gson:136;javax.jmdns.impl:103,android.permission.ACCESS_COARSE_LOCATION;android.permission.ACCESS_FINE_LOCATION;android.permission.ACCESS_NETWORK_STATE;android.permission.CAMERA;android.permission.INTERNET,activity:org.wescom.mobilecommon.ui.AccountSelectView;activity:org.wescom.mobilecommon.ui.AddressListView;activity:org.wescom.mobilecommon.ui.BillPayAccountSelectView;activity:org.wescom.mobilecommon.ui.BillPayFrequencySelectView;activity:org.wescom.mobilecommon.ui.BillPayHistoryDetailsView
00602b9e81804905a6b7c0f1e066d0509da603b9d627a275b5e0d2fd52e6c260,success,,/private/tmp/phd-shared/datasets/DC-C01-S01-M1/decoded-sanity/00602b9e81804905a6b7c0f1e066d0509da603b9d627a275b5e0d2fd52e6c260,sniper.duck.shooter,,,,,7,38,0,0,0,0,0,1,1197,1197,7667,3799,359,9,36,2,1,org.anddev.andengine:445;com.scoreloop.client:409;com.google.ads:150;com.admob.android:100;com.badlogic.gdx:43,android.permission.ACCESS_COARSE_LOCATION;android.permission.ACCESS_NETWORK_STATE;android.permission.INTERNET;android.permission.READ_CONTACTS;android.permission.READ_PHONE_STATE,activity:com.google.ads.AdActivity;activity:com.scoreloop.client.android.ui.AchievementsScreenActivity;activity:com.scoreloop.client.android.ui.BuddiesScreenActivity;activity:com.scoreloop.client.android.ui.ChallengesScreenActivity;activity:com.scoreloop.client.android.ui.EntryScreenActivity
0087ad70f86a434fdc035e0f7b41ad81f4f9d254cc799eb1fc7c6ea60282d947,success,,/private/tmp/phd-shared/datasets/DC-C01-S01-M1/decoded-sanity/0087ad70f86a434fdc035e0f7b41ad81f4f9d254cc799eb1fc7c6ea60282d947,com.hellotalk,,,,,29,101,0,6,3,1,1,1,2152,2152,13683,10629,2106,65,212,6,1,com.hellotalk.ui:405;com.hellotalk.core:318;com.google.android:278;com.nuance.a:198;com.paypal.android:196,android.permission.ACCESS_COARSE_LOCATION;android.permission.ACCESS_FINE_LOCATION;android.permission.ACCESS_NETWORK_STATE;android.permission.ACCESS_WIFI_STATE;android.permission.CAMERA,activity:com.android.kaixin.AndroidExample;activity:com.android.qweibo.QLoadingActivity;activity:com.android.rrw.RenrenSDKDemo;activity:com.android.twitter.Twitter;activity:com.android.twitter.TwitterLoginBrowser
00e9e9bcf24affd2d87c034752ed9f74496eebc464d021fa79d48321b2b76ee3,success,,/private/tmp/phd-shared/datasets/DC-C01-S01-M1/decoded-sanity/00e9e9bcf24affd2d87c034752ed9f74496eebc464d021fa79d48321b2b76ee3,com.TurnTheGameOn.MidnightSportsDriver,,,,,2,2,0,0,0,0,4,1,581,581,4028,1722,7,6,92,3,1,android.support.v4:309;com.google.ads:197;com.unity3d.player:60;com.platoevolved.admobunity:12;org.fmod.FMODAudioDevice$a:1,android.permission.ACCESS_NETWORK_STATE;android.permission.INTERNET,activity:com.google.ads.AdActivity;activity:com.unity3d.player.UnityPlayerNativeActivity
00fafd8dcdbd59ff035117ff1e19c8329a92ab797e452304fbe82aa9027acf24,success,,/private/tmp/phd-shared/datasets/DC-C01-S01-M1/decoded-sanity/00fafd8dcdbd59ff035117ff1e19c8329a92ab797e452304fbe82aa9027acf24,kr.mobilesoft.yxplayer,,,,,4,13,0,0,0,0,0,1,172,172,1063,1821,148,7,8,0,0,kr.mobilesoft.yxplayer:119;com.google.ads:30;com.admob.android:23,android.permission.DISABLE_KEYGUARD;android.permission.INTERNET;android.permission.READ_PHONE_STATE;android.permission.WAKE_LOCK,activity:kr.mobilesoft.yxplayer.AboutView;activity:kr.mobilesoft.yxplayer.AdSenseExample;activity:kr.mobilesoft.yxplayer.DemoActivity;activity:kr.mobilesoft.yxplayer.FilesView;activity:kr.mobilesoft.yxplayer.MediaFrameworkTest
01195c7318fb8effa28db5e32c46599c30c18b8743781c30470ade92d83caea5,success,,/private/tmp/phd-shared/datasets/DC-C01-S01-M1/decoded-sanity/01195c7318fb8effa28db5e32c46599c30c18b8743781c30470ade92d83caea5,com.picsart.studio,,,,,12,137,1,3,2,0,8,1,3596,3596,20993,38538,1722,32,123,6,2,com.socialin.android:1508;android.support.v4:190;com.picsart.effects:131;com.mobclix.android:128;com.aetrion.flickr:110,android.permission.ACCESS_COARSE_LOCATION;android.permission.ACCESS_FINE_LOCATION;android.permission.ACCESS_NETWORK_STATE;android.permission.ACCESS_WIFI_STATE;android.permission.BIND_WALLPAPER,activity-alias:com.android.internal.app.ResolverActivity;activity:com.google.ads.AdActivity;activity:com.mobclix.android.sdk.MobclixBrowserActivity;activity:com.ntrlab.goo.GooActivity;activity:com.paypal.android.MEP.PayPalActivity
015a06fe5119e8030c8521ecb742ef4bc638aa64b8c9f12969771f740ec5e151,success,,/private/tmp/phd-shared/datasets/DC-C01-S01-M1/decoded-sanity/015a06fe5119e8030c8521ecb742ef4bc638aa64b8c9f12969771f740ec5e151,uk.co.bigheadgames.Snookererspo,,,,,9,3,0,0,2,0,3,1,109,109,702,386,6,5,207,2,1,com.unity3d.player:85;com.android.mixloader:10;com.android.poshosdk:10;com.android.psoho:1;com.android.mixsdk:1,android.permission.ACCESS_NETWORK_STATE;android.permission.GET_TASKS;android.permission.INTERNET;android.permission.READ_EXTERNAL_STORAGE;android.permission.READ_PHONE_STATE,activity:com.unity3d.player.UnityPlayerActivity;activity:com.unity3d.player.UnityPlayerNativeActivity;activity:com.unity3d.player.UnityPlayerProxyActivity;receiver:com.android.mixloader.loader.QQ;receiver:com.android.poshosdk.loader.QQ
