sha256,queue_id,decode_status,failure_class,decoded_dir,manifest_exists,apktool_yml_exists,smali_dir_count,res_exists,assets_exists,lib_exists,file_count
01195c7318fb8effa28db5e32c46599c30c18b8743781c30470ade92d83caea5,C01M1-DL-0001,success,,/private/tmp/phd-shared/datasets/DC-C01-S01-M1/decoded-sanity/01195c7318fb8effa28db5e32c46599c30c18b8743781c30470ade92d83caea5,true,true,1,true,true,true,5456
d548502f86d440d9e27145d3ef9e351f04e1d96284e7dbdeae9a886f26366c54,C01M1-DL-0002,success,,/private/tmp/phd-shared/datasets/DC-C01-S01-M1/decoded-sanity/d548502f86d440d9e27145d3ef9e351f04e1d96284e7dbdeae9a886f26366c54,true,true,1,true,true,true,5453
04d61cf71bcd9e9ff83d35fa86c82cb0e4d1476c39cb1a87217e7d4dfa4b71af,C01M1-DL-0003,success,,/private/tmp/phd-shared/datasets/DC-C01-S01-M1/decoded-sanity/04d61cf71bcd9e9ff83d35fa86c82cb0e4d1476c39cb1a87217e7d4dfa4b71af,true,true,1,true,true,true,421
d5c2a31bd95fc4d602b00dfc239d86c7e7160efb334968f0dcf7972641c7c504,C01M1-DL-0004,success,,/private/tmp/phd-shared/datasets/DC-C01-S01-M1/decoded-sanity/d5c2a31bd95fc4d602b00dfc239d86c7e7160efb334968f0dcf7972641c7c504,true,true,1,true,true,true,513
05667ddf242b81000b2d29946a63c1113162c8c72ff13b82464c123da26c64a3,C01M1-DL-0005,success,,/private/tmp/phd-shared/datasets/DC-C01-S01-M1/decoded-sanity/05667ddf242b81000b2d29946a63c1113162c8c72ff13b82464c123da26c64a3,true,true,1,true,true,false,92
3ff73591ab3c0bd3d8271a3f5b5643154f3e4d6dff7203fbfff052aea71bb9b1,C01M1-DL-0006,success,,/private/tmp/phd-shared/datasets/DC-C01-S01-M1/decoded-sanity/3ff73591ab3c0bd3d8271a3f5b5643154f3e4d6dff7203fbfff052aea71bb9b1,true,true,1,true,true,false,206
083e11ab8280522404d62963b6118de52d81333d8640c876244687fd1fec065d,C01M1-DL-0007,success,,/private/tmp/phd-shared/datasets/DC-C01-S01-M1/decoded-sanity/083e11ab8280522404d62963b6118de52d81333d8640c876244687fd1fec065d,true,true,1,true,true,false,1564
c9f77f0849974a41d6a35cb00e2a4274b4d4a3a5435a1a7ceac645dc32805a03,C01M1-DL-0008,success,,/private/tmp/phd-shared/datasets/DC-C01-S01-M1/decoded-sanity/c9f77f0849974a41d6a35cb00e2a4274b4d4a3a5435a1a7ceac645dc32805a03,true,true,1,true,true,false,1564
10eda742fb707dc442217d942923eafa7140e83c4c2c04f477a8ea5368285fe5,C01M1-DL-0009,success,,/private/tmp/phd-shared/datasets/DC-C01-S01-M1/decoded-sanity/10eda742fb707dc442217d942923eafa7140e83c4c2c04f477a8ea5368285fe5,true,true,1,true,false,false,167
ccea2daaee5d9ef65876b8b1e7aed79454cd7e501f291ed2aca0e4973ff1075f,C01M1-DL-0010,success,,/private/tmp/phd-shared/datasets/DC-C01-S01-M1/decoded-sanity/ccea2daaee5d9ef65876b8b1e7aed79454cd7e501f291ed2aca0e4973ff1075f,true,true,1,true,false,false,168
228e4844ebbea413fbd16b17ba09e96ebdf93c3ba0499edc67ec28b6fea2dadd,C01M1-DL-0011,success,,/private/tmp/phd-shared/datasets/DC-C01-S01-M1/decoded-sanity/228e4844ebbea413fbd16b17ba09e96ebdf93c3ba0499edc67ec28b6fea2dadd,true,true,1,true,false,false,218
9d21e7213377abb04cb3134999fd25dc5cae798f9549e605b82f50259507fdef,C01M1-DL-0012,success,,/private/tmp/phd-shared/datasets/DC-C01-S01-M1/decoded-sanity/9d21e7213377abb04cb3134999fd25dc5cae798f9549e605b82f50259507fdef,true,true,1,true,false,false,218
256b984de50e7d46d4457ebcbae98f1b1a500fed3ec75659d3834416f1cf68de,C01M1-DL-0013,success,,/private/tmp/phd-shared/datasets/DC-C01-S01-M1/decoded-sanity/256b984de50e7d46d4457ebcbae98f1b1a500fed3ec75659d3834416f1cf68de,true,true,1,true,true,false,2604
6fa7eba67dfd2922c5212040ffb93af73ee38e2371b2609fb670fd65e3aafc3c,C01M1-DL-0014,success,,/private/tmp/phd-shared/datasets/DC-C01-S01-M1/decoded-sanity/6fa7eba67dfd2922c5212040ffb93af73ee38e2371b2609fb670fd65e3aafc3c,true,true,1,true,true,false,2570
000595c346096b92b073f3a7c055ffe466edcf3e51e017c280feab641e3d95d3,C01M1-DL-0015,success,,/private/tmp/phd-shared/datasets/DC-C01-S01-M1/decoded-sanity/000595c346096b92b073f3a7c055ffe466edcf3e51e017c280feab641e3d95d3,true,true,1,true,false,false,392
3f390b8c822ee9aacad4dc24cd0c40639fdc84d15b2c858377001aa207a8173a,C01M1-DL-0016,success,,/private/tmp/phd-shared/datasets/DC-C01-S01-M1/decoded-sanity/3f390b8c822ee9aacad4dc24cd0c40639fdc84d15b2c858377001aa207a8173a,true,true,1,true,false,false,388
