1.000000000000000000e+00,5.000000000000000000e-01,5.000000000000000000e-01,6.250000000000000000e-02,5.000000000000000000e-01,2.857142857142858094e-02,5.000000000000000000e-01,5.000000000000000000e-01,8.333333333333337034e-02,1.111111111111111605e-01,6.250000000000000000e-02,5.000000000000000000e-01,1.111111111111111605e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,1.408450704225350236e-02,1.111111111111111605e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,9.999999999999997780e-02,4.761904761904767192e-02,5.000000000000000000e-01,1.666666666666671848e-02,5.000000000000000000e-01,1.111111111111111605e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,3.225806451612900361e-02,5.000000000000000000e-01
5.000000000000000000e-01,1.000000000000000000e+00,5.000000000000000000e-01,6.250000000000000000e-02,5.000000000000000000e-01,2.857142857142858094e-02,1.000000000000000000e+00,5.000000000000000000e-01,8.333333333333337034e-02,1.111111111111111605e-01,6.250000000000000000e-02,5.000000000000000000e-01,1.111111111111111605e-01,5.000000000000000000e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.408450704225350236e-02,1.111111111111111605e-01,5.000000000000000000e-01,5.000000000000000000e-01,1.000000000000000000e+00,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,9.999999999999997780e-02,4.761904761904767192e-02,5.000000000000000000e-01,1.666666666666671848e-02,5.000000000000000000e-01,1.111111111111111605e-01,1.000000000000000000e+00,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,1.000000000000000000e+00,5.000000000000000000e-01,1.000000000000000000e+00,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,1.000000000000000000e+00,3.225806451612900361e-02,1.000000000000000000e+00
5.000000000000000000e-01,5.000000000000000000e-01,1.000000000000000000e+00,6.250000000000000000e-02,5.000000000000000000e-01,2.857142857142858094e-02,5.000000000000000000e-01,5.000000000000000000e-01,8.333333333333337034e-02,1.111111111111111605e-01,6.250000000000000000e-02,5.000000000000000000e-01,1.111111111111111605e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,1.408450704225350236e-02,1.111111111111111605e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,9.999999999999997780e-02,4.761904761904767192e-02,5.000000000000000000e-01,3.333333333333332593e-02,5.000000000000000000e-01,1.111111111111111605e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,3.225806451612900361e-02,5.000000000000000000e-01
6.250000000000000000e-02,6.250000000000000000e-02,6.250000000000000000e-02,8.666666666666666963e-01,6.250000000000000000e-02,3.061224489795918435e-01,6.250000000000000000e-02,6.250000000000000000e-02,5.000000000000000000e-01,4.347826086956522174e-01,7.333333333333333925e-01,6.250000000000000000e-02,5.217391304347825942e-01,6.250000000000000000e-02,6.250000000000000000e-02,6.250000000000000000e-02,1.529411764705882470e-01,5.652173913043478937e-01,6.250000000000000000e-02,6.250000000000000000e-02,6.250000000000000000e-02,6.250000000000000000e-02,6.250000000000000000e-02,6.250000000000000000e-02,4.583333333333333703e-01,6.571428571428571397e-01,6.250000000000000000e-02,2.297297297297297147e-01,6.250000000000000000e-02,5.217391304347825942e-01,6.250000000000000000e-02,6.250000000000000000e-02,6.250000000000000000e-02,6.250000000000000000e-02,6.250000000000000000e-02,6.250000000000000000e-02,6.250000000000000000e-02,6.250000000000000000e-02,6.250000000000000000e-02,6.250000000000000000e-02,6.250000000000000000e-02,6.250000000000000000e-02,4.222222222222222765e-01,6.250000000000000000e-02
5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,6.250000000000000000e-02,1.000000000000000000e+00,2.857142857142858094e-02,5.000000000000000000e-01,5.000000000000000000e-01,8.333333333333337034e-02,1.111111111111111605e-01,6.250000000000000000e-02,5.000000000000000000e-01,1.111111111111111605e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,1.408450704225350236e-02,1.111111111111111605e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,9.999999999999997780e-02,4.761904761904767192e-02,5.000000000000000000e-01,1.666666666666671848e-02,5.000000000000000000e-01,1.111111111111111605e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,3.225806451612900361e-02,5.000000000000000000e-01
2.857142857142858094e-02,2.857142857142858094e-02,2.857142857142858094e-02,3.061224489795918435e-01,2.857142857142858094e-02,8.823529411764705621e-01,2.857142857142858094e-02,2.857142857142858094e-02,2.888888888888888618e-01,2.380952380952381375e-01,3.061224489795918435e-01,2.857142857142858094e-02,1.904761904761904656e-01,2.857142857142858094e-02,2.857142857142858094e-02,2.857142857142858094e-02,3.365384615384615641e-01,1.904761904761904656e-01,2.857142857142858094e-02,2.857142857142858094e-02,2.857142857142858094e-02,2.857142857142858094e-02,2.857142857142858094e-02,2.857142857142858094e-02,2.558139534883721034e-01,3.518518518518518601e-01,2.857142857142858094e-02,3.978494623655913776e-01,2.857142857142858094e-02,1.904761904761904656e-01,2.857142857142858094e-02,2.857142857142858094e-02,2.857142857142858094e-02,2.857142857142858094e-02,2.857142857142858094e-02,2.857142857142858094e-02,2.857142857142858094e-02,2.857142857142858094e-02,2.857142857142858094e-02,2.857142857142858094e-02,2.857142857142858094e-02,2.857142857142858094e-02,3.593750000000000000e-01,2.857142857142858094e-02
5.000000000000000000e-01,1.000000000000000000e+00,5.000000000000000000e-01,6.250000000000000000e-02,5.000000000000000000e-01,2.857142857142858094e-02,1.000000000000000000e+00,5.000000000000000000e-01,8.333333333333337034e-02,1.111111111111111605e-01,6.250000000000000000e-02,5.000000000000000000e-01,1.111111111111111605e-01,5.000000000000000000e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.408450704225350236e-02,1.111111111111111605e-01,5.000000000000000000e-01,5.000000000000000000e-01,1.000000000000000000e+00,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,9.999999999999997780e-02,4.761904761904767192e-02,5.000000000000000000e-01,1.666666666666671848e-02,5.000000000000000000e-01,1.111111111111111605e-01,1.000000000000000000e+00,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,1.000000000000000000e+00,5.000000000000000000e-01,1.000000000000000000e+00,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,1.000000000000000000e+00,3.225806451612900361e-02,1.000000000000000000e+00
5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,6.250000000000000000e-02,5.000000000000000000e-01,2.857142857142858094e-02,5.000000000000000000e-01,1.000000000000000000e+00,8.333333333333337034e-02,1.111111111111111605e-01,6.250000000000000000e-02,5.000000000000000000e-01,1.111111111111111605e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,1.408450704225350236e-02,1.111111111111111605e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,9.999999999999997780e-02,4.761904761904767192e-02,5.000000000000000000e-01,1.666666666666671848e-02,5.000000000000000000e-01,1.111111111111111605e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,3.225806451612900361e-02,5.000000000000000000e-01
8.333333333333337034e-02,8.333333333333337034e-02,8.333333333333337034e-02,5.000000000000000000e-01,8.333333333333337034e-02,2.888888888888888618e-01,8.333333333333337034e-02,8.333333333333337034e-02,9.090909090909090606e-01,5.263157894736842923e-01,5.000000000000000000e-01,8.333333333333337034e-02,5.263157894736842923e-01,8.333333333333337034e-02,8.333333333333337034e-02,8.333333333333337034e-02,1.851851851851852304e-01,5.263157894736842923e-01,8.333333333333337034e-02,8.333333333333337034e-02,8.333333333333337034e-02,8.333333333333337034e-02,8.333333333333337034e-02,8.333333333333337034e-02,6.500000000000000222e-01,4.838709677419354982e-01,8.333333333333337034e-02,1.857142857142857206e-01,8.333333333333337034e-02,5.263157894736842923e-01,8.333333333333337034e-02,8.333333333333337034e-02,8.333333333333337034e-02,8.333333333333337034e-02,8.333333333333337034e-02,8.333333333333337034e-02,8.333333333333337034e-02,8.333333333333337034e-02,8.333333333333337034e-02,8.333333333333337034e-02,8.333333333333337034e-02,8.333333333333337034e-02,3.170731707317072656e-01,8.333333333333337034e-02
1.111111111111111605e-01,1.111111111111111605e-01,1.111111111111111605e-01,4.347826086956522174e-01,1.111111111111111605e-01,2.380952380952381375e-01,1.111111111111111605e-01,1.111111111111111605e-01,5.263157894736842923e-01,9.375000000000000000e-01,4.347826086956522174e-01,1.111111111111111605e-01,6.250000000000000000e-01,1.111111111111111605e-01,1.111111111111111605e-01,1.111111111111111605e-01,1.538461538461538547e-01,6.250000000000000000e-01,1.111111111111111605e-01,1.111111111111111605e-01,1.111111111111111605e-01,1.111111111111111605e-01,1.111111111111111605e-01,1.111111111111111605e-01,5.882352941176470784e-01,3.571428571428570953e-01,1.111111111111111605e-01,1.641791044776119701e-01,1.111111111111111605e-01,6.250000000000000000e-01,1.111111111111111605e-01,1.111111111111111605e-01,1.111111111111111605e-01,1.111111111111111605e-01,1.111111111111111605e-01,1.111111111111111605e-01,1.111111111111111605e-01,1.111111111111111605e-01,1.111111111111111605e-01,1.111111111111111605e-01,1.111111111111111605e-01,1.111111111111111605e-01,2.631578947368421462e-01,1.111111111111111605e-01
