coordinate,dataset_id,pair_id,source_pair_id,pair_role,relation_label,split,split_group_id,left_role,right_role,left_sha256,right_sha256,left_package,right_package,left_feature_status,right_feature_status,pair_feature_status,permissions_jaccard,components_jaccard,classes_jaccard,res_path_jaccard,label_source,label_confidence,source_ref,expected_change,expected_invariants,selection_rule,allowed_use,forbidden_use,evidence_ref
DC-C09-S01-M1,DC-C09-S01-M1,DC-C09-S01-M1-POS-0001,DC-C09-S01-M1-CAND-0001,positive,positive_multidex_split,dev,C09M1-MDEX-0001,base_app,multidex_split,8eb4e4f213a1f844177033f0ebf1f5ea153c0cc4b4e79ac596077c75571227ce,641ac1a536c6b7e4d52f843fea64b98b871c355f5cf6518977dadf11628386b0,com.phd.m1.c09.f001,com.phd.m1.c09.f001,success,success,success,,,1.0000,1.0000,controlled synthetic local generation,strong,experiments/datasets/tools/build_m1_controlled_synthetic.py,same generated classes are split across classes.dex and classes2.dex,"manifest package, generated class set, method count, and resources stay stable",20 generated families; every fifth positive pair is holdout,"M1 diagnostic inspection, split checks, class-specific checks, and explanation-tag preparation",No real-world benchmark claim; this is a controlled synthetic diagnostic set.,controlled synthetic local generation
DC-C09-S01-M1,DC-C09-S01-M1,DC-C09-S01-M1-POS-0002,DC-C09-S01-M1-CAND-0002,positive,positive_multidex_split,dev,C09M1-MDEX-0002,base_app,multidex_split,7bc0daf1d85e69aa61cef8bef40621bbffecf9cf2e6d75a04b8b79fd29ca9beb,73e06484113e2614b3ad658773da7896b3e99db877282209a7190707b4a75303,com.phd.m1.c09.f002,com.phd.m1.c09.f002,success,success,success,,,1.0000,1.0000,controlled synthetic local generation,strong,experiments/datasets/tools/build_m1_controlled_synthetic.py,same generated classes are split across classes.dex and classes2.dex,"manifest package, generated class set, method count, and resources stay stable",20 generated families; every fifth positive pair is holdout,"M1 diagnostic inspection, split checks, class-specific checks, and explanation-tag preparation",No real-world benchmark claim; this is a controlled synthetic diagnostic set.,controlled synthetic local generation
DC-C09-S01-M1,DC-C09-S01-M1,DC-C09-S01-M1-POS-0003,DC-C09-S01-M1-CAND-0003,positive,positive_multidex_split,dev,C09M1-MDEX-0003,base_app,multidex_split,c448094554fe5d5c600188aed87b0e265858bbeb0cd15ff54d9f3e8fd9eafecf,fac3f97e95e5f3f19bb47a2f3d96f504e65cde85c51f242fc5316348031b50ad,com.phd.m1.c09.f003,com.phd.m1.c09.f003,success,success,success,,,1.0000,1.0000,controlled synthetic local generation,strong,experiments/datasets/tools/build_m1_controlled_synthetic.py,same generated classes are split across classes.dex and classes2.dex,"manifest package, generated class set, method count, and resources stay stable",20 generated families; every fifth positive pair is holdout,"M1 diagnostic inspection, split checks, class-specific checks, and explanation-tag preparation",No real-world benchmark claim; this is a controlled synthetic diagnostic set.,controlled synthetic local generation
DC-C09-S01-M1,DC-C09-S01-M1,DC-C09-S01-M1-POS-0004,DC-C09-S01-M1-CAND-0004,positive,positive_multidex_split,dev,C09M1-MDEX-0004,base_app,multidex_split,3cb707376d89cad68809cb9467dbe7f58dc251284fe4967d58ebc0611335bfd1,3de4b84fd787c80cddb4d34a644a62026ebd912a6b682027cb19b40aca992dc1,com.phd.m1.c09.f004,com.phd.m1.c09.f004,success,success,success,,,1.0000,1.0000,controlled synthetic local generation,strong,experiments/datasets/tools/build_m1_controlled_synthetic.py,same generated classes are split across classes.dex and classes2.dex,"manifest package, generated class set, method count, and resources stay stable",20 generated families; every fifth positive pair is holdout,"M1 diagnostic inspection, split checks, class-specific checks, and explanation-tag preparation",No real-world benchmark claim; this is a controlled synthetic diagnostic set.,controlled synthetic local generation
DC-C09-S01-M1,DC-C09-S01-M1,DC-C09-S01-M1-POS-0005,DC-C09-S01-M1-CAND-0005,positive,positive_multidex_split,holdout,C09M1-MDEX-0005,base_app,multidex_split,f04cd1300d6831ad55638c600773aea371aff72d0854a551313a7aad9b4c78c9,b23ac63732890e099b5a3e9bf137071a4e44443f976f6073cd8f21de7441a18a,com.phd.m1.c09.f005,com.phd.m1.c09.f005,success,success,success,,,1.0000,1.0000,controlled synthetic local generation,strong,experiments/datasets/tools/build_m1_controlled_synthetic.py,same generated classes are split across classes.dex and classes2.dex,"manifest package, generated class set, method count, and resources stay stable",20 generated families; every fifth positive pair is holdout,"M1 diagnostic inspection, split checks, class-specific checks, and explanation-tag preparation",No real-world benchmark claim; this is a controlled synthetic diagnostic set.,controlled synthetic local generation
DC-C09-S01-M1,DC-C09-S01-M1,DC-C09-S01-M1-POS-0006,DC-C09-S01-M1-CAND-0006,positive,positive_multidex_split,dev,C09M1-MDEX-0006,base_app,multidex_split,7ac1f1edc533174438fcee9c81c4f166874381443f238149322f70ac3124fa5e,055c9c23e30a671d9c6cd416fc82d9cc1a58772bb03dc5e59775075d31f2d795,com.phd.m1.c09.f006,com.phd.m1.c09.f006,success,success,success,,,1.0000,1.0000,controlled synthetic local generation,strong,experiments/datasets/tools/build_m1_controlled_synthetic.py,same generated classes are split across classes.dex and classes2.dex,"manifest package, generated class set, method count, and resources stay stable",20 generated families; every fifth positive pair is holdout,"M1 diagnostic inspection, split checks, class-specific checks, and explanation-tag preparation",No real-world benchmark claim; this is a controlled synthetic diagnostic set.,controlled synthetic local generation
DC-C09-S01-M1,DC-C09-S01-M1,DC-C09-S01-M1-POS-0007,DC-C09-S01-M1-CAND-0007,positive,positive_multidex_split,dev,C09M1-MDEX-0007,base_app,multidex_split,052b9c89244ebe0e0b06ee8de0bd7bd9d75f166c61a72cd1e2b325dd8bdaf3be,24b232661cfc804d3c5d446b820eaf1077f897682346564fb92e264d59a1920b,com.phd.m1.c09.f007,com.phd.m1.c09.f007,success,success,success,,,1.0000,1.0000,controlled synthetic local generation,strong,experiments/datasets/tools/build_m1_controlled_synthetic.py,same generated classes are split across classes.dex and classes2.dex,"manifest package, generated class set, method count, and resources stay stable",20 generated families; every fifth positive pair is holdout,"M1 diagnostic inspection, split checks, class-specific checks, and explanation-tag preparation",No real-world benchmark claim; this is a controlled synthetic diagnostic set.,controlled synthetic local generation
DC-C09-S01-M1,DC-C09-S01-M1,DC-C09-S01-M1-POS-0008,DC-C09-S01-M1-CAND-0008,positive,positive_multidex_split,dev,C09M1-MDEX-0008,base_app,multidex_split,a5e660b36d4c13b702ec8ec7371ce2a6ec576d65db20e2e6e5fd795724436859,83a4fdef1875ca201cf06139ff3e0d1e8b6d09a29782ec1d24923b4468548267,com.phd.m1.c09.f008,com.phd.m1.c09.f008,success,success,success,,,1.0000,1.0000,controlled synthetic local generation,strong,experiments/datasets/tools/build_m1_controlled_synthetic.py,same generated classes are split across classes.dex and classes2.dex,"manifest package, generated class set, method count, and resources stay stable",20 generated families; every fifth positive pair is holdout,"M1 diagnostic inspection, split checks, class-specific checks, and explanation-tag preparation",No real-world benchmark claim; this is a controlled synthetic diagnostic set.,controlled synthetic local generation
DC-C09-S01-M1,DC-C09-S01-M1,DC-C09-S01-M1-POS-0009,DC-C09-S01-M1-CAND-0009,positive,positive_multidex_split,dev,C09M1-MDEX-0009,base_app,multidex_split,c34f8c236c2ae4f807b8066d681949e0fc2d737cfe96c0da3d401ae8471fd99e,28ee10426a0d8cb40c81fca639edf73721d5e8c2e84902d2440756352d509aba,com.phd.m1.c09.f009,com.phd.m1.c09.f009,success,success,success,,,1.0000,1.0000,controlled synthetic local generation,strong,experiments/datasets/tools/build_m1_controlled_synthetic.py,same generated classes are split across classes.dex and classes2.dex,"manifest package, generated class set, method count, and resources stay stable",20 generated families; every fifth positive pair is holdout,"M1 diagnostic inspection, split checks, class-specific checks, and explanation-tag preparation",No real-world benchmark claim; this is a controlled synthetic diagnostic set.,controlled synthetic local generation
DC-C09-S01-M1,DC-C09-S01-M1,DC-C09-S01-M1-POS-0010,DC-C09-S01-M1-CAND-0010,positive,positive_multidex_split,holdout,C09M1-MDEX-0010,base_app,multidex_split,a9b4bac0e2ffeafa0233c30098de7c4c236f9643391f28dd6412f4e399e30de1,51e15704cfa130231068fce8c4454103230fe1fbf3a847be8cdb67055927d517,com.phd.m1.c09.f010,com.phd.m1.c09.f010,success,success,success,,,1.0000,1.0000,controlled synthetic local generation,strong,experiments/datasets/tools/build_m1_controlled_synthetic.py,same generated classes are split across classes.dex and classes2.dex,"manifest package, generated class set, method count, and resources stay stable",20 generated families; every fifth positive pair is holdout,"M1 diagnostic inspection, split checks, class-specific checks, and explanation-tag preparation",No real-world benchmark claim; this is a controlled synthetic diagnostic set.,controlled synthetic local generation
