candidate_pair_id,left_apk_ref,right_apk_ref,left_sha256,right_sha256,left_decode_status,right_decode_status,generation_status,verification_details
DC-C06-S01-M1-CAND-0001,m1/DC-C06-S01-M1/generated-apks/DC-C06-S01-M1-CAND-0001/left.apk,m1/DC-C06-S01-M1/generated-apks/DC-C06-S01-M1-CAND-0001/right.apk,0f7a8f0749a4ddf2eaeb5c6b87620afb2c3416c7b5496e91378b9b4306d0251c,884fd97b936992f0751254d985ed83f67f8086727b71db2b53c081e5c7b5b168,success,success,success,apktool build/sign/decode ok; right side uses obfuscation-like names
DC-C06-S01-M1-CAND-0002,m1/DC-C06-S01-M1/generated-apks/DC-C06-S01-M1-CAND-0002/left.apk,m1/DC-C06-S01-M1/generated-apks/DC-C06-S01-M1-CAND-0002/right.apk,a69df2ba910992ec4dfbc734ffd982170594d57b7b69c99caf079c0ee1a7d628,624e5c6ebc9905d86a530c814dd6c4f16ce5c5c1276da0161373ca79b141c1d2,success,success,success,apktool build/sign/decode ok; right side uses obfuscation-like names
DC-C06-S01-M1-CAND-0003,m1/DC-C06-S01-M1/generated-apks/DC-C06-S01-M1-CAND-0003/left.apk,m1/DC-C06-S01-M1/generated-apks/DC-C06-S01-M1-CAND-0003/right.apk,ec8907e85a6a6c415459c46ab39a238aedc266b60058786dcf55d7455fb73ce3,07416e2d8904151c93b1cf70d95cf301ea367a09b3353656a3a3af8384ff4a4f,success,success,success,apktool build/sign/decode ok; right side uses obfuscation-like names
DC-C06-S01-M1-CAND-0004,m1/DC-C06-S01-M1/generated-apks/DC-C06-S01-M1-CAND-0004/left.apk,m1/DC-C06-S01-M1/generated-apks/DC-C06-S01-M1-CAND-0004/right.apk,7a8693d56c6bb1f5609461666b79ea2a284108e2d6a98bb0e5d072d9fa71d8bb,a9a6316ed6338e51d3cdf6ab58f3e334feae9cf5649d81345b205e8874a6b482,success,success,success,apktool build/sign/decode ok; right side uses obfuscation-like names
DC-C06-S01-M1-CAND-0005,m1/DC-C06-S01-M1/generated-apks/DC-C06-S01-M1-CAND-0005/left.apk,m1/DC-C06-S01-M1/generated-apks/DC-C06-S01-M1-CAND-0005/right.apk,009e8cb1e7586ab9da5072c25710cd203967f3626e81535b9adf4c8fb7cfa931,e75a8864527bda5ba2597c64d0b0d87a93d2d1839a40dc5d5e42a9bfc9202c56,success,success,success,apktool build/sign/decode ok; right side uses obfuscation-like names
DC-C06-S01-M1-CAND-0006,m1/DC-C06-S01-M1/generated-apks/DC-C06-S01-M1-CAND-0006/left.apk,m1/DC-C06-S01-M1/generated-apks/DC-C06-S01-M1-CAND-0006/right.apk,594c4b60cebea6ba9a30c61086567b54f68159ce077ff065d33396931bd670e9,cc06464646ea62452762aca7449a50ebc9aa309c72560514fb47a4a2052e5b60,success,success,success,apktool build/sign/decode ok; right side uses obfuscation-like names
DC-C06-S01-M1-CAND-0007,m1/DC-C06-S01-M1/generated-apks/DC-C06-S01-M1-CAND-0007/left.apk,m1/DC-C06-S01-M1/generated-apks/DC-C06-S01-M1-CAND-0007/right.apk,2a54d128a759b518b7607bce98bce82c7d195eb9dbc1905dea5a9cd353752bc0,9087e101c55a8da03f1caa8884818f9b9b2f78ef3862eb2e83e0fcbc3b92e35f,success,success,success,apktool build/sign/decode ok; right side uses obfuscation-like names
DC-C06-S01-M1-CAND-0008,m1/DC-C06-S01-M1/generated-apks/DC-C06-S01-M1-CAND-0008/left.apk,m1/DC-C06-S01-M1/generated-apks/DC-C06-S01-M1-CAND-0008/right.apk,60b63d6aaa41040dfcb5ea342fe9cc96ca420f2e7efd27e9201501f276ad4b31,6a3d3ec147105c37c3aadc03581ab683c00d334a35b5985a5e6c7635649ba6a4,success,success,success,apktool build/sign/decode ok; right side uses obfuscation-like names
DC-C06-S01-M1-CAND-0009,m1/DC-C06-S01-M1/generated-apks/DC-C06-S01-M1-CAND-0009/left.apk,m1/DC-C06-S01-M1/generated-apks/DC-C06-S01-M1-CAND-0009/right.apk,3f50c97731b56e1e5df8935f527931d230a3e996aa2656b5b7ed57d0ed970562,32d3cc1ab7f547b93c58d065c5197ac044f9d7f229160e5ed2b13a3c928a2184,success,success,success,apktool build/sign/decode ok; right side uses obfuscation-like names
DC-C06-S01-M1-CAND-0010,m1/DC-C06-S01-M1/generated-apks/DC-C06-S01-M1-CAND-0010/left.apk,m1/DC-C06-S01-M1/generated-apks/DC-C06-S01-M1-CAND-0010/right.apk,562ab6b2a01e734ed8a4efd74c4d61e0e86138dda80e4af12bc8493a600a71ad,e75977dd5b67d0b1b77161d2540bd51582725e12ffe9f3abadbccec2d03801c4,success,success,success,apktool build/sign/decode ok; right side uses obfuscation-like names
DC-C06-S01-M1-CAND-0011,m1/DC-C06-S01-M1/generated-apks/DC-C06-S01-M1-CAND-0011/left.apk,m1/DC-C06-S01-M1/generated-apks/DC-C06-S01-M1-CAND-0011/right.apk,01cded645684a913dcc1d95ee7a2078f58235cafc2cf3247ea1443a150183b77,9d5d5f6b73b73029389f76aefd59f9f7f5bc9e812b608842912f5e75e4154fb8,success,success,success,apktool build/sign/decode ok; right side uses obfuscation-like names
DC-C06-S01-M1-CAND-0012,m1/DC-C06-S01-M1/generated-apks/DC-C06-S01-M1-CAND-0012/left.apk,m1/DC-C06-S01-M1/generated-apks/DC-C06-S01-M1-CAND-0012/right.apk,58eb44ed4546cf0015b6d51d93cf412f9da058328415351c6b8626ab69c28b66,0505d7aeb9c70639c906eaa7c7ab1bd91c2c503644643bd09ec2eff8241640dc,success,success,success,apktool build/sign/decode ok; right side uses obfuscation-like names
DC-C06-S01-M1-CAND-0013,m1/DC-C06-S01-M1/generated-apks/DC-C06-S01-M1-CAND-0013/left.apk,m1/DC-C06-S01-M1/generated-apks/DC-C06-S01-M1-CAND-0013/right.apk,ca1239fc2eca876fddebf68b74dd12f0d41d28fe71066edff6ea68c837e85775,8fb5702050c06c0d442d813bd428fed10bd9ff2a135304c0ec9a6468d07dbd10,success,success,success,apktool build/sign/decode ok; right side uses obfuscation-like names
