sha256,queue_id,decode_status,failure_class,decoded_dir,manifest_exists,apktool_yml_exists,smali_dir_count,res_exists,assets_exists,lib_exists,file_count
0f7a8f0749a4ddf2eaeb5c6b87620afb2c3416c7b5496e91378b9b4306d0251c,DC-C06-S01-M1-CAND-0001-LEFT,success,,local-verify-not-published/DC-C06-S01-M1/DC-C06-S01-M1-CAND-0001/left,true,true,1,true,false,false,15
884fd97b936992f0751254d985ed83f67f8086727b71db2b53c081e5c7b5b168,DC-C06-S01-M1-CAND-0001-RIGHT,success,,local-verify-not-published/DC-C06-S01-M1/DC-C06-S01-M1-CAND-0001/right,true,true,1,true,false,false,15
a69df2ba910992ec4dfbc734ffd982170594d57b7b69c99caf079c0ee1a7d628,DC-C06-S01-M1-CAND-0002-LEFT,success,,local-verify-not-published/DC-C06-S01-M1/DC-C06-S01-M1-CAND-0002/left,true,true,1,true,false,false,16
624e5c6ebc9905d86a530c814dd6c4f16ce5c5c1276da0161373ca79b141c1d2,DC-C06-S01-M1-CAND-0002-RIGHT,success,,local-verify-not-published/DC-C06-S01-M1/DC-C06-S01-M1-CAND-0002/right,true,true,1,true,false,false,16
ec8907e85a6a6c415459c46ab39a238aedc266b60058786dcf55d7455fb73ce3,DC-C06-S01-M1-CAND-0003-LEFT,success,,local-verify-not-published/DC-C06-S01-M1/DC-C06-S01-M1-CAND-0003/left,true,true,1,true,false,false,17
07416e2d8904151c93b1cf70d95cf301ea367a09b3353656a3a3af8384ff4a4f,DC-C06-S01-M1-CAND-0003-RIGHT,success,,local-verify-not-published/DC-C06-S01-M1/DC-C06-S01-M1-CAND-0003/right,true,true,1,true,false,false,17
7a8693d56c6bb1f5609461666b79ea2a284108e2d6a98bb0e5d072d9fa71d8bb,DC-C06-S01-M1-CAND-0004-LEFT,success,,local-verify-not-published/DC-C06-S01-M1/DC-C06-S01-M1-CAND-0004/left,true,true,1,true,false,false,14
a9a6316ed6338e51d3cdf6ab58f3e334feae9cf5649d81345b205e8874a6b482,DC-C06-S01-M1-CAND-0004-RIGHT,success,,local-verify-not-published/DC-C06-S01-M1/DC-C06-S01-M1-CAND-0004/right,true,true,1,true,false,false,14
009e8cb1e7586ab9da5072c25710cd203967f3626e81535b9adf4c8fb7cfa931,DC-C06-S01-M1-CAND-0005-LEFT,success,,local-verify-not-published/DC-C06-S01-M1/DC-C06-S01-M1-CAND-0005/left,true,true,1,true,false,false,15
e75a8864527bda5ba2597c64d0b0d87a93d2d1839a40dc5d5e42a9bfc9202c56,DC-C06-S01-M1-CAND-0005-RIGHT,success,,local-verify-not-published/DC-C06-S01-M1/DC-C06-S01-M1-CAND-0005/right,true,true,1,true,false,false,15
