sha256,feature_status,failure_class,decoded_dir,package_name,manifest_version_code,manifest_version_name,min_sdk,target_sdk,uses_permission_count,activity_count,activity_alias_count,service_count,receiver_count,provider_count,uses_feature_count,smali_dir_count,smali_file_count,class_count,method_count,field_count,res_file_count,res_dir_count,asset_file_count,lib_file_count,native_abi_count,top_class_prefixes,sample_permissions,sample_components
009e8cb1e7586ab9da5072c25710cd203967f3626e81535b9adf4c8fb7cfa931,success,,local-verify-not-published/DC-C06-S01-M1/DC-C06-S01-M1-CAND-0005/left,com.phd.m1.c06.f005,,,,,0,0,0,0,0,0,0,1,6,6,12,0,3,1,0,0,0,com.phd.m1:6,,
01cded645684a913dcc1d95ee7a2078f58235cafc2cf3247ea1443a150183b77,success,,local-verify-not-published/DC-C06-S01-M1/DC-C06-S01-M1-CAND-0011/left,com.phd.m1.c06.f011,,,,,0,0,0,0,0,0,0,1,8,8,16,0,3,1,0,0,0,com.phd.m1:8,,
0505d7aeb9c70639c906eaa7c7ab1bd91c2c503644643bd09ec2eff8241640dc,success,,local-verify-not-published/DC-C06-S01-M1/DC-C06-S01-M1-CAND-0012/right,com.phd.m1.c06.f012,,,,,0,0,0,0,0,0,0,1,5,5,10,0,3,1,0,0,0,com.phd.m1:5,,
07416e2d8904151c93b1cf70d95cf301ea367a09b3353656a3a3af8384ff4a4f,success,,local-verify-not-published/DC-C06-S01-M1/DC-C06-S01-M1-CAND-0003/right,com.phd.m1.c06.f003,,,,,0,0,0,0,0,0,0,1,8,8,16,0,3,1,0,0,0,com.phd.m1:8,,
0f7a8f0749a4ddf2eaeb5c6b87620afb2c3416c7b5496e91378b9b4306d0251c,success,,local-verify-not-published/DC-C06-S01-M1/DC-C06-S01-M1-CAND-0001/left,com.phd.m1.c06.f001,,,,,0,0,0,0,0,0,0,1,6,6,12,0,3,1,0,0,0,com.phd.m1:6,,
1708c204318caf5d261c08ea0274b783d68741713efebd2ac69b1611f384bf34,success,,local-verify-not-published/DC-C06-S01-M1/DC-C06-S01-M1-CAND-0015/left,com.phd.m1.c06.f015,,,,,0,0,0,0,0,0,0,1,8,8,16,0,3,1,0,0,0,com.phd.m1:8,,
1ff9b889925bda53b0dd4a3c867debb4002629deb6a52af8e1f38e2deb3d8d4a,success,,local-verify-not-published/DC-C06-S01-M1/DC-C06-S01-M1-CAND-0019/left,com.phd.m1.c06.f019,,,,,0,0,0,0,0,0,0,1,8,8,16,0,3,1,0,0,0,com.phd.m1:8,,
26e6725165d066fe517a5b6694828be5c2a1e4fdffd970c11af0e387e3ceac54,success,,local-verify-not-published/DC-C06-S01-M1/DC-C06-S01-M1-CAND-0020/left,com.phd.m1.c06.f020,,,,,0,0,0,0,0,0,0,1,5,5,10,0,3,1,0,0,0,com.phd.m1:5,,
2a54d128a759b518b7607bce98bce82c7d195eb9dbc1905dea5a9cd353752bc0,success,,local-verify-not-published/DC-C06-S01-M1/DC-C06-S01-M1-CAND-0007/left,com.phd.m1.c06.f007,,,,,0,0,0,0,0,0,0,1,8,8,16,0,3,1,0,0,0,com.phd.m1:8,,
32d3cc1ab7f547b93c58d065c5197ac044f9d7f229160e5ed2b13a3c928a2184,success,,local-verify-not-published/DC-C06-S01-M1/DC-C06-S01-M1-CAND-0009/right,com.phd.m1.c06.f009,,,,,0,0,0,0,0,0,0,1,6,6,12,0,3,1,0,0,0,com.phd.m1:6,,
