coordinate,dataset_id,pair_id,source_pair_id,pair_role,relation_label,split,split_group_id,left_role,right_role,left_sha256,right_sha256,left_package,right_package,left_feature_status,right_feature_status,pair_feature_status,permissions_jaccard,components_jaccard,classes_jaccard,res_path_jaccard,label_source,label_confidence,source_ref,expected_change,expected_invariants,selection_rule,allowed_use,forbidden_use,evidence_ref
DC-C06-S01-M1,DC-C06-S01-M1,DC-C06-S01-M1-POS-0001,DC-C06-S01-M1-CAND-0001,positive,positive_obfuscation_like_rename,dev,C06M1-R8-0001,base_app,obfuscation_like_renamed,0f7a8f0749a4ddf2eaeb5c6b87620afb2c3416c7b5496e91378b9b4306d0251c,884fd97b936992f0751254d985ed83f67f8086727b71db2b53c081e5c7b5b168,com.phd.m1.c06.f001,com.phd.m1.c06.f001,success,success,success,,,0.0000,1.0000,controlled synthetic local generation,medium,experiments/datasets/tools/build_m1_controlled_synthetic.py,class and method names are shortened in the same package,"package, generated class count, method count, and resources stay stable",20 generated families; every fifth positive pair is holdout,"M1 diagnostic inspection, split checks, class-specific checks, and explanation-tag preparation",No real-world benchmark claim; this is a controlled synthetic diagnostic set.,controlled synthetic local generation
DC-C06-S01-M1,DC-C06-S01-M1,DC-C06-S01-M1-POS-0002,DC-C06-S01-M1-CAND-0002,positive,positive_obfuscation_like_rename,dev,C06M1-R8-0002,base_app,obfuscation_like_renamed,a69df2ba910992ec4dfbc734ffd982170594d57b7b69c99caf079c0ee1a7d628,624e5c6ebc9905d86a530c814dd6c4f16ce5c5c1276da0161373ca79b141c1d2,com.phd.m1.c06.f002,com.phd.m1.c06.f002,success,success,success,,,0.0000,1.0000,controlled synthetic local generation,medium,experiments/datasets/tools/build_m1_controlled_synthetic.py,class and method names are shortened in the same package,"package, generated class count, method count, and resources stay stable",20 generated families; every fifth positive pair is holdout,"M1 diagnostic inspection, split checks, class-specific checks, and explanation-tag preparation",No real-world benchmark claim; this is a controlled synthetic diagnostic set.,controlled synthetic local generation
DC-C06-S01-M1,DC-C06-S01-M1,DC-C06-S01-M1-POS-0003,DC-C06-S01-M1-CAND-0003,positive,positive_obfuscation_like_rename,dev,C06M1-R8-0003,base_app,obfuscation_like_renamed,ec8907e85a6a6c415459c46ab39a238aedc266b60058786dcf55d7455fb73ce3,07416e2d8904151c93b1cf70d95cf301ea367a09b3353656a3a3af8384ff4a4f,com.phd.m1.c06.f003,com.phd.m1.c06.f003,success,success,success,,,0.0000,1.0000,controlled synthetic local generation,medium,experiments/datasets/tools/build_m1_controlled_synthetic.py,class and method names are shortened in the same package,"package, generated class count, method count, and resources stay stable",20 generated families; every fifth positive pair is holdout,"M1 diagnostic inspection, split checks, class-specific checks, and explanation-tag preparation",No real-world benchmark claim; this is a controlled synthetic diagnostic set.,controlled synthetic local generation
DC-C06-S01-M1,DC-C06-S01-M1,DC-C06-S01-M1-POS-0004,DC-C06-S01-M1-CAND-0004,positive,positive_obfuscation_like_rename,dev,C06M1-R8-0004,base_app,obfuscation_like_renamed,7a8693d56c6bb1f5609461666b79ea2a284108e2d6a98bb0e5d072d9fa71d8bb,a9a6316ed6338e51d3cdf6ab58f3e334feae9cf5649d81345b205e8874a6b482,com.phd.m1.c06.f004,com.phd.m1.c06.f004,success,success,success,,,0.0000,1.0000,controlled synthetic local generation,medium,experiments/datasets/tools/build_m1_controlled_synthetic.py,class and method names are shortened in the same package,"package, generated class count, method count, and resources stay stable",20 generated families; every fifth positive pair is holdout,"M1 diagnostic inspection, split checks, class-specific checks, and explanation-tag preparation",No real-world benchmark claim; this is a controlled synthetic diagnostic set.,controlled synthetic local generation
DC-C06-S01-M1,DC-C06-S01-M1,DC-C06-S01-M1-POS-0005,DC-C06-S01-M1-CAND-0005,positive,positive_obfuscation_like_rename,holdout,C06M1-R8-0005,base_app,obfuscation_like_renamed,009e8cb1e7586ab9da5072c25710cd203967f3626e81535b9adf4c8fb7cfa931,e75a8864527bda5ba2597c64d0b0d87a93d2d1839a40dc5d5e42a9bfc9202c56,com.phd.m1.c06.f005,com.phd.m1.c06.f005,success,success,success,,,0.0000,1.0000,controlled synthetic local generation,medium,experiments/datasets/tools/build_m1_controlled_synthetic.py,class and method names are shortened in the same package,"package, generated class count, method count, and resources stay stable",20 generated families; every fifth positive pair is holdout,"M1 diagnostic inspection, split checks, class-specific checks, and explanation-tag preparation",No real-world benchmark claim; this is a controlled synthetic diagnostic set.,controlled synthetic local generation
DC-C06-S01-M1,DC-C06-S01-M1,DC-C06-S01-M1-POS-0006,DC-C06-S01-M1-CAND-0006,positive,positive_obfuscation_like_rename,dev,C06M1-R8-0006,base_app,obfuscation_like_renamed,594c4b60cebea6ba9a30c61086567b54f68159ce077ff065d33396931bd670e9,cc06464646ea62452762aca7449a50ebc9aa309c72560514fb47a4a2052e5b60,com.phd.m1.c06.f006,com.phd.m1.c06.f006,success,success,success,,,0.0000,1.0000,controlled synthetic local generation,medium,experiments/datasets/tools/build_m1_controlled_synthetic.py,class and method names are shortened in the same package,"package, generated class count, method count, and resources stay stable",20 generated families; every fifth positive pair is holdout,"M1 diagnostic inspection, split checks, class-specific checks, and explanation-tag preparation",No real-world benchmark claim; this is a controlled synthetic diagnostic set.,controlled synthetic local generation
DC-C06-S01-M1,DC-C06-S01-M1,DC-C06-S01-M1-POS-0007,DC-C06-S01-M1-CAND-0007,positive,positive_obfuscation_like_rename,dev,C06M1-R8-0007,base_app,obfuscation_like_renamed,2a54d128a759b518b7607bce98bce82c7d195eb9dbc1905dea5a9cd353752bc0,9087e101c55a8da03f1caa8884818f9b9b2f78ef3862eb2e83e0fcbc3b92e35f,com.phd.m1.c06.f007,com.phd.m1.c06.f007,success,success,success,,,0.0000,1.0000,controlled synthetic local generation,medium,experiments/datasets/tools/build_m1_controlled_synthetic.py,class and method names are shortened in the same package,"package, generated class count, method count, and resources stay stable",20 generated families; every fifth positive pair is holdout,"M1 diagnostic inspection, split checks, class-specific checks, and explanation-tag preparation",No real-world benchmark claim; this is a controlled synthetic diagnostic set.,controlled synthetic local generation
DC-C06-S01-M1,DC-C06-S01-M1,DC-C06-S01-M1-POS-0008,DC-C06-S01-M1-CAND-0008,positive,positive_obfuscation_like_rename,dev,C06M1-R8-0008,base_app,obfuscation_like_renamed,60b63d6aaa41040dfcb5ea342fe9cc96ca420f2e7efd27e9201501f276ad4b31,6a3d3ec147105c37c3aadc03581ab683c00d334a35b5985a5e6c7635649ba6a4,com.phd.m1.c06.f008,com.phd.m1.c06.f008,success,success,success,,,0.0000,1.0000,controlled synthetic local generation,medium,experiments/datasets/tools/build_m1_controlled_synthetic.py,class and method names are shortened in the same package,"package, generated class count, method count, and resources stay stable",20 generated families; every fifth positive pair is holdout,"M1 diagnostic inspection, split checks, class-specific checks, and explanation-tag preparation",No real-world benchmark claim; this is a controlled synthetic diagnostic set.,controlled synthetic local generation
DC-C06-S01-M1,DC-C06-S01-M1,DC-C06-S01-M1-POS-0009,DC-C06-S01-M1-CAND-0009,positive,positive_obfuscation_like_rename,dev,C06M1-R8-0009,base_app,obfuscation_like_renamed,3f50c97731b56e1e5df8935f527931d230a3e996aa2656b5b7ed57d0ed970562,32d3cc1ab7f547b93c58d065c5197ac044f9d7f229160e5ed2b13a3c928a2184,com.phd.m1.c06.f009,com.phd.m1.c06.f009,success,success,success,,,0.0000,1.0000,controlled synthetic local generation,medium,experiments/datasets/tools/build_m1_controlled_synthetic.py,class and method names are shortened in the same package,"package, generated class count, method count, and resources stay stable",20 generated families; every fifth positive pair is holdout,"M1 diagnostic inspection, split checks, class-specific checks, and explanation-tag preparation",No real-world benchmark claim; this is a controlled synthetic diagnostic set.,controlled synthetic local generation
DC-C06-S01-M1,DC-C06-S01-M1,DC-C06-S01-M1-POS-0010,DC-C06-S01-M1-CAND-0010,positive,positive_obfuscation_like_rename,holdout,C06M1-R8-0010,base_app,obfuscation_like_renamed,562ab6b2a01e734ed8a4efd74c4d61e0e86138dda80e4af12bc8493a600a71ad,e75977dd5b67d0b1b77161d2540bd51582725e12ffe9f3abadbccec2d03801c4,com.phd.m1.c06.f010,com.phd.m1.c06.f010,success,success,success,,,0.0000,1.0000,controlled synthetic local generation,medium,experiments/datasets/tools/build_m1_controlled_synthetic.py,class and method names are shortened in the same package,"package, generated class count, method count, and resources stay stable",20 generated families; every fifth positive pair is holdout,"M1 diagnostic inspection, split checks, class-specific checks, and explanation-tag preparation",No real-world benchmark claim; this is a controlled synthetic diagnostic set.,controlled synthetic local generation
