pair_id,change_tag,tag_source,tag_confidence,tag_evidence
DC-C03-S01-M1-POS-0001,resource_change,controlled_generation_rule,strong,DC-C03-S01-M1-CAND-0001
DC-C03-S01-M1-POS-0001,raw_resource_added,controlled_generation_rule,strong,res/raw/m0_resource_marker.txt
DC-C03-S01-M1-POS-0001,resource_path_change,feature_delta_smoke,strong,res_path_jaccard=0.7500
DC-C03-S01-M1-POS-0002,resource_change,controlled_generation_rule,strong,DC-C03-S01-M1-CAND-0002
DC-C03-S01-M1-POS-0002,raw_resource_added,controlled_generation_rule,strong,res/raw/m0_resource_marker.txt
DC-C03-S01-M1-POS-0002,resource_path_change,feature_delta_smoke,strong,res_path_jaccard=0.7500
DC-C03-S01-M1-POS-0003,resource_change,controlled_generation_rule,strong,DC-C03-S01-M1-CAND-0003
DC-C03-S01-M1-POS-0003,raw_resource_added,controlled_generation_rule,strong,res/raw/m0_resource_marker.txt
DC-C03-S01-M1-POS-0003,resource_path_change,feature_delta_smoke,strong,res_path_jaccard=0.7500
DC-C03-S01-M1-POS-0004,resource_change,controlled_generation_rule,strong,DC-C03-S01-M1-CAND-0004
DC-C03-S01-M1-POS-0004,raw_resource_added,controlled_generation_rule,strong,res/raw/m0_resource_marker.txt
DC-C03-S01-M1-POS-0004,resource_path_change,feature_delta_smoke,strong,res_path_jaccard=0.7500
DC-C03-S01-M1-POS-0005,resource_change,controlled_generation_rule,strong,DC-C03-S01-M1-CAND-0005
DC-C03-S01-M1-POS-0005,raw_resource_added,controlled_generation_rule,strong,res/raw/m0_resource_marker.txt
DC-C03-S01-M1-POS-0005,resource_path_change,feature_delta_smoke,strong,res_path_jaccard=0.7500
DC-C03-S01-M1-POS-0006,resource_change,controlled_generation_rule,strong,DC-C03-S01-M1-CAND-0006
DC-C03-S01-M1-POS-0006,raw_resource_added,controlled_generation_rule,strong,res/raw/m0_resource_marker.txt
DC-C03-S01-M1-POS-0006,resource_path_change,feature_delta_smoke,strong,res_path_jaccard=0.7500
DC-C03-S01-M1-POS-0007,resource_change,controlled_generation_rule,strong,DC-C03-S01-M1-CAND-0007
DC-C03-S01-M1-POS-0007,raw_resource_added,controlled_generation_rule,strong,res/raw/m0_resource_marker.txt
DC-C03-S01-M1-POS-0007,resource_path_change,feature_delta_smoke,strong,res_path_jaccard=0.7500
DC-C03-S01-M1-POS-0008,resource_change,controlled_generation_rule,strong,DC-C03-S01-M1-CAND-0008
DC-C03-S01-M1-POS-0008,raw_resource_added,controlled_generation_rule,strong,res/raw/m0_resource_marker.txt
DC-C03-S01-M1-POS-0008,resource_path_change,feature_delta_smoke,strong,res_path_jaccard=0.7500
DC-C03-S01-M1-POS-0009,resource_change,controlled_generation_rule,strong,DC-C03-S01-M1-CAND-0009
DC-C03-S01-M1-POS-0009,raw_resource_added,controlled_generation_rule,strong,res/raw/m0_resource_marker.txt
DC-C03-S01-M1-POS-0009,resource_path_change,feature_delta_smoke,strong,res_path_jaccard=0.7500
DC-C03-S01-M1-POS-0010,resource_change,controlled_generation_rule,strong,DC-C03-S01-M1-CAND-0010
DC-C03-S01-M1-POS-0010,raw_resource_added,controlled_generation_rule,strong,res/raw/m0_resource_marker.txt
DC-C03-S01-M1-POS-0010,resource_path_change,feature_delta_smoke,strong,res_path_jaccard=0.7500
DC-C03-S01-M1-POS-0011,resource_change,controlled_generation_rule,strong,DC-C03-S01-M1-CAND-0011
