sha256,queue_id,decode_status,failure_class,decoded_dir,manifest_exists,apktool_yml_exists,smali_dir_count,res_exists,assets_exists,lib_exists,file_count
a602c655c9d1ab66fab57e0acfb7a307cee9d5edf8bf587db66976fc125f00ba,DC-C03-S01-M1-CAND-0001-LEFT,success,,local-verify-not-published/DC-C03-S01-M1/DC-C03-S01-M1-CAND-0001/left,true,true,1,true,false,false,15
e1919c6dd9b632b1bd1461b7eb27afa03a65023eedb9701a496c4669c8c3f7ca,DC-C03-S01-M1-CAND-0001-RIGHT,success,,local-verify-not-published/DC-C03-S01-M1/DC-C03-S01-M1-CAND-0001/right,true,true,1,true,false,false,16
f0982befcd9713529602c6d6cd29cf31433333582efc0ab6dcc58e5e540901b2,DC-C03-S01-M1-CAND-0002-LEFT,success,,local-verify-not-published/DC-C03-S01-M1/DC-C03-S01-M1-CAND-0002/left,true,true,1,true,false,false,16
6df5f982c0c78749e905456edebcfff9248ebcbd12194d2bbe7e254eb39be7d8,DC-C03-S01-M1-CAND-0002-RIGHT,success,,local-verify-not-published/DC-C03-S01-M1/DC-C03-S01-M1-CAND-0002/right,true,true,1,true,false,false,17
1be522e7ff8d1d8265eb558b0d811560b3f18692b4ccaeaf3bfd5be538167b32,DC-C03-S01-M1-CAND-0003-LEFT,success,,local-verify-not-published/DC-C03-S01-M1/DC-C03-S01-M1-CAND-0003/left,true,true,1,true,false,false,17
75edf5943d26a3b55e15e67c0645db7e3e902139222147bb0548f27ad987b7f2,DC-C03-S01-M1-CAND-0003-RIGHT,success,,local-verify-not-published/DC-C03-S01-M1/DC-C03-S01-M1-CAND-0003/right,true,true,1,true,false,false,18
1be22f49e1f117ebf0a7ed6253b02e051fa240f078b8ec2dd0b50a7e50d2735a,DC-C03-S01-M1-CAND-0004-LEFT,success,,local-verify-not-published/DC-C03-S01-M1/DC-C03-S01-M1-CAND-0004/left,true,true,1,true,false,false,14
9953de683dfddee39927598b59889e8eb4231c3e2fc9c8bad3d298895a97781f,DC-C03-S01-M1-CAND-0004-RIGHT,success,,local-verify-not-published/DC-C03-S01-M1/DC-C03-S01-M1-CAND-0004/right,true,true,1,true,false,false,15
9dcd6a58101e3df189b9790ab35e8f99971fe96b164699f73a00f5e1b891d216,DC-C03-S01-M1-CAND-0005-LEFT,success,,local-verify-not-published/DC-C03-S01-M1/DC-C03-S01-M1-CAND-0005/left,true,true,1,true,false,false,15
5d01f2d015ac486341a621c67d05e9d35c8f2b60dd430fb2a1944282660db934,DC-C03-S01-M1-CAND-0005-RIGHT,success,,local-verify-not-published/DC-C03-S01-M1/DC-C03-S01-M1-CAND-0005/right,true,true,1,true,false,false,16
