coordinate,dataset_id,pair_id,source_pair_id,pair_role,relation_label,split,split_group_id,left_role,right_role,left_sha256,right_sha256,left_package,right_package,left_feature_status,right_feature_status,pair_feature_status,permissions_jaccard,components_jaccard,classes_jaccard,res_path_jaccard,label_source,label_confidence,source_ref,expected_change,expected_invariants,selection_rule,allowed_use,forbidden_use,evidence_ref
DC-C03-S01-M1,DC-C03-S01-M1,DC-C03-S01-M1-POS-0001,DC-C03-S01-M1-CAND-0001,positive,positive_resource_change,dev,C03M1-RES-0001,base_app,resource_changed,a602c655c9d1ab66fab57e0acfb7a307cee9d5edf8bf587db66976fc125f00ba,e1919c6dd9b632b1bd1461b7eb27afa03a65023eedb9701a496c4669c8c3f7ca,com.phd.m1.c03.f001,com.phd.m1.c03.f001,success,success,success,,,1.0000,0.7500,controlled synthetic local generation,strong,experiments/datasets/tools/build_c03_m1_controlled.py,string resource value changed and res/raw/m0_resource_marker.txt added to right APK,manifest package and dex class set stay unchanged,20 generated families; every fifth positive pair is holdout,"M1 diagnostic inspection, split checks, resource-layer checks, and explanation-tag preparation",No real-world resource benchmark claim; this is a controlled synthetic diagnostic set.,controlled synthetic local generation
DC-C03-S01-M1,DC-C03-S01-M1,DC-C03-S01-M1-POS-0002,DC-C03-S01-M1-CAND-0002,positive,positive_resource_change,dev,C03M1-RES-0002,base_app,resource_changed,f0982befcd9713529602c6d6cd29cf31433333582efc0ab6dcc58e5e540901b2,6df5f982c0c78749e905456edebcfff9248ebcbd12194d2bbe7e254eb39be7d8,com.phd.m1.c03.f002,com.phd.m1.c03.f002,success,success,success,,,1.0000,0.7500,controlled synthetic local generation,strong,experiments/datasets/tools/build_c03_m1_controlled.py,string resource value changed and res/raw/m0_resource_marker.txt added to right APK,manifest package and dex class set stay unchanged,20 generated families; every fifth positive pair is holdout,"M1 diagnostic inspection, split checks, resource-layer checks, and explanation-tag preparation",No real-world resource benchmark claim; this is a controlled synthetic diagnostic set.,controlled synthetic local generation
DC-C03-S01-M1,DC-C03-S01-M1,DC-C03-S01-M1-POS-0003,DC-C03-S01-M1-CAND-0003,positive,positive_resource_change,dev,C03M1-RES-0003,base_app,resource_changed,1be522e7ff8d1d8265eb558b0d811560b3f18692b4ccaeaf3bfd5be538167b32,75edf5943d26a3b55e15e67c0645db7e3e902139222147bb0548f27ad987b7f2,com.phd.m1.c03.f003,com.phd.m1.c03.f003,success,success,success,,,1.0000,0.7500,controlled synthetic local generation,strong,experiments/datasets/tools/build_c03_m1_controlled.py,string resource value changed and res/raw/m0_resource_marker.txt added to right APK,manifest package and dex class set stay unchanged,20 generated families; every fifth positive pair is holdout,"M1 diagnostic inspection, split checks, resource-layer checks, and explanation-tag preparation",No real-world resource benchmark claim; this is a controlled synthetic diagnostic set.,controlled synthetic local generation
DC-C03-S01-M1,DC-C03-S01-M1,DC-C03-S01-M1-POS-0004,DC-C03-S01-M1-CAND-0004,positive,positive_resource_change,dev,C03M1-RES-0004,base_app,resource_changed,1be22f49e1f117ebf0a7ed6253b02e051fa240f078b8ec2dd0b50a7e50d2735a,9953de683dfddee39927598b59889e8eb4231c3e2fc9c8bad3d298895a97781f,com.phd.m1.c03.f004,com.phd.m1.c03.f004,success,success,success,,,1.0000,0.7500,controlled synthetic local generation,strong,experiments/datasets/tools/build_c03_m1_controlled.py,string resource value changed and res/raw/m0_resource_marker.txt added to right APK,manifest package and dex class set stay unchanged,20 generated families; every fifth positive pair is holdout,"M1 diagnostic inspection, split checks, resource-layer checks, and explanation-tag preparation",No real-world resource benchmark claim; this is a controlled synthetic diagnostic set.,controlled synthetic local generation
DC-C03-S01-M1,DC-C03-S01-M1,DC-C03-S01-M1-POS-0005,DC-C03-S01-M1-CAND-0005,positive,positive_resource_change,holdout,C03M1-RES-0005,base_app,resource_changed,9dcd6a58101e3df189b9790ab35e8f99971fe96b164699f73a00f5e1b891d216,5d01f2d015ac486341a621c67d05e9d35c8f2b60dd430fb2a1944282660db934,com.phd.m1.c03.f005,com.phd.m1.c03.f005,success,success,success,,,1.0000,0.7500,controlled synthetic local generation,strong,experiments/datasets/tools/build_c03_m1_controlled.py,string resource value changed and res/raw/m0_resource_marker.txt added to right APK,manifest package and dex class set stay unchanged,20 generated families; every fifth positive pair is holdout,"M1 diagnostic inspection, split checks, resource-layer checks, and explanation-tag preparation",No real-world resource benchmark claim; this is a controlled synthetic diagnostic set.,controlled synthetic local generation
DC-C03-S01-M1,DC-C03-S01-M1,DC-C03-S01-M1-POS-0006,DC-C03-S01-M1-CAND-0006,positive,positive_resource_change,dev,C03M1-RES-0006,base_app,resource_changed,30526bdaefd4b273343af37ee0fd4c44104ba988f27b59415ae8646f7c5cedac,faef99e3d21d0db6366597c9e15cbf5f32f2a6243f322f50dd671e95bc61b317,com.phd.m1.c03.f006,com.phd.m1.c03.f006,success,success,success,,,1.0000,0.7500,controlled synthetic local generation,strong,experiments/datasets/tools/build_c03_m1_controlled.py,string resource value changed and res/raw/m0_resource_marker.txt added to right APK,manifest package and dex class set stay unchanged,20 generated families; every fifth positive pair is holdout,"M1 diagnostic inspection, split checks, resource-layer checks, and explanation-tag preparation",No real-world resource benchmark claim; this is a controlled synthetic diagnostic set.,controlled synthetic local generation
DC-C03-S01-M1,DC-C03-S01-M1,DC-C03-S01-M1-POS-0007,DC-C03-S01-M1-CAND-0007,positive,positive_resource_change,dev,C03M1-RES-0007,base_app,resource_changed,5b73702331f30468e879a6ab952960f84036a9954ea9ec3034a830507ccb484b,1391363e8aefa91c3e48fe2e5960283987a8d7d97082cdd02addfd25dd6072cc,com.phd.m1.c03.f007,com.phd.m1.c03.f007,success,success,success,,,1.0000,0.7500,controlled synthetic local generation,strong,experiments/datasets/tools/build_c03_m1_controlled.py,string resource value changed and res/raw/m0_resource_marker.txt added to right APK,manifest package and dex class set stay unchanged,20 generated families; every fifth positive pair is holdout,"M1 diagnostic inspection, split checks, resource-layer checks, and explanation-tag preparation",No real-world resource benchmark claim; this is a controlled synthetic diagnostic set.,controlled synthetic local generation
DC-C03-S01-M1,DC-C03-S01-M1,DC-C03-S01-M1-POS-0008,DC-C03-S01-M1-CAND-0008,positive,positive_resource_change,dev,C03M1-RES-0008,base_app,resource_changed,e9e1454d528b7630ca010b4f0684e2643b9fad5d0b0bf4c6892083b41380240e,5bc4cea43e94af2c835836ad30c32bad0a4ef491311f164deb2df0941e5fbd19,com.phd.m1.c03.f008,com.phd.m1.c03.f008,success,success,success,,,1.0000,0.7500,controlled synthetic local generation,strong,experiments/datasets/tools/build_c03_m1_controlled.py,string resource value changed and res/raw/m0_resource_marker.txt added to right APK,manifest package and dex class set stay unchanged,20 generated families; every fifth positive pair is holdout,"M1 diagnostic inspection, split checks, resource-layer checks, and explanation-tag preparation",No real-world resource benchmark claim; this is a controlled synthetic diagnostic set.,controlled synthetic local generation
DC-C03-S01-M1,DC-C03-S01-M1,DC-C03-S01-M1-POS-0009,DC-C03-S01-M1-CAND-0009,positive,positive_resource_change,dev,C03M1-RES-0009,base_app,resource_changed,078f3b7ecca2b39b6e04194a0a603e2c00daf8280ac25a5b042d31e2edcb23f7,203e6c5fa7b21020cd8f7974c6b1c253501e1c6b01ca65256e406b57e7217d04,com.phd.m1.c03.f009,com.phd.m1.c03.f009,success,success,success,,,1.0000,0.7500,controlled synthetic local generation,strong,experiments/datasets/tools/build_c03_m1_controlled.py,string resource value changed and res/raw/m0_resource_marker.txt added to right APK,manifest package and dex class set stay unchanged,20 generated families; every fifth positive pair is holdout,"M1 diagnostic inspection, split checks, resource-layer checks, and explanation-tag preparation",No real-world resource benchmark claim; this is a controlled synthetic diagnostic set.,controlled synthetic local generation
DC-C03-S01-M1,DC-C03-S01-M1,DC-C03-S01-M1-POS-0010,DC-C03-S01-M1-CAND-0010,positive,positive_resource_change,holdout,C03M1-RES-0010,base_app,resource_changed,9a3e15e82d6e5ea695ab64688f95505284de46322a6cd7f3b202ae00183c8031,8c69e1381b0e7fadb1c41d59bcf88f781d73f251e8e6f0f9eb0e28926051e177,com.phd.m1.c03.f010,com.phd.m1.c03.f010,success,success,success,,,1.0000,0.7500,controlled synthetic local generation,strong,experiments/datasets/tools/build_c03_m1_controlled.py,string resource value changed and res/raw/m0_resource_marker.txt added to right APK,manifest package and dex class set stay unchanged,20 generated families; every fifth positive pair is holdout,"M1 diagnostic inspection, split checks, resource-layer checks, and explanation-tag preparation",No real-world resource benchmark claim; this is a controlled synthetic diagnostic set.,controlled synthetic local generation
DC-C03-S01-M1,DC-C03-S01-M1,DC-C03-S01-M1-POS-0011,DC-C03-S01-M1-CAND-0011,positive,positive_resource_change,dev,C03M1-RES-0011,base_app,resource_changed,3beb30ac24713f933d174c23e5dc1c0b2c5f516c8f2c0aa30ccd04e153fd54e1,13b487e72330eec35d04087d0938efc53d87feb99c85d5b1df0bb1212ee8dd4d,com.phd.m1.c03.f011,com.phd.m1.c03.f011,success,success,success,,,1.0000,0.7500,controlled synthetic local generation,strong,experiments/datasets/tools/build_c03_m1_controlled.py,string resource value changed and res/raw/m0_resource_marker.txt added to right APK,manifest package and dex class set stay unchanged,20 generated families; every fifth positive pair is holdout,"M1 diagnostic inspection, split checks, resource-layer checks, and explanation-tag preparation",No real-world resource benchmark claim; this is a controlled synthetic diagnostic set.,controlled synthetic local generation
DC-C03-S01-M1,DC-C03-S01-M1,DC-C03-S01-M1-POS-0012,DC-C03-S01-M1-CAND-0012,positive,positive_resource_change,dev,C03M1-RES-0012,base_app,resource_changed,19d4fd9a84e83c37ea1c4cde3e424f44aee1ee455d2474432732ce558dd12d4a,3f00500369698c831de539dee52d938e7d33aafecfa68b5c9193705952c766b9,com.phd.m1.c03.f012,com.phd.m1.c03.f012,success,success,success,,,1.0000,0.7500,controlled synthetic local generation,strong,experiments/datasets/tools/build_c03_m1_controlled.py,string resource value changed and res/raw/m0_resource_marker.txt added to right APK,manifest package and dex class set stay unchanged,20 generated families; every fifth positive pair is holdout,"M1 diagnostic inspection, split checks, resource-layer checks, and explanation-tag preparation",No real-world resource benchmark claim; this is a controlled synthetic diagnostic set.,controlled synthetic local generation
DC-C03-S01-M1,DC-C03-S01-M1,DC-C03-S01-M1-POS-0013,DC-C03-S01-M1-CAND-0013,positive,positive_resource_change,dev,C03M1-RES-0013,base_app,resource_changed,472b57326a0ef99f934c6586cb66be36c76ccd7d9efa83ffb4a24f685fd74f22,6a5b3cf643626f420e384ae96cef5f3ab9cbe177f50ca5eee030a7917d399162,com.phd.m1.c03.f013,com.phd.m1.c03.f013,success,success,success,,,1.0000,0.7500,controlled synthetic local generation,strong,experiments/datasets/tools/build_c03_m1_controlled.py,string resource value changed and res/raw/m0_resource_marker.txt added to right APK,manifest package and dex class set stay unchanged,20 generated families; every fifth positive pair is holdout,"M1 diagnostic inspection, split checks, resource-layer checks, and explanation-tag preparation",No real-world resource benchmark claim; this is a controlled synthetic diagnostic set.,controlled synthetic local generation
DC-C03-S01-M1,DC-C03-S01-M1,DC-C03-S01-M1-POS-0014,DC-C03-S01-M1-CAND-0014,positive,positive_resource_change,dev,C03M1-RES-0014,base_app,resource_changed,59100d02ebac04d98cb1969a5cc2809b8a5d5f9f0c15dbd971391727f843a2c4,c85c45dbe25de136efd20110d29d70427df6385a8769620d99e1bc1ca225c020,com.phd.m1.c03.f014,com.phd.m1.c03.f014,success,success,success,,,1.0000,0.7500,controlled synthetic local generation,strong,experiments/datasets/tools/build_c03_m1_controlled.py,string resource value changed and res/raw/m0_resource_marker.txt added to right APK,manifest package and dex class set stay unchanged,20 generated families; every fifth positive pair is holdout,"M1 diagnostic inspection, split checks, resource-layer checks, and explanation-tag preparation",No real-world resource benchmark claim; this is a controlled synthetic diagnostic set.,controlled synthetic local generation
DC-C03-S01-M1,DC-C03-S01-M1,DC-C03-S01-M1-POS-0015,DC-C03-S01-M1-CAND-0015,positive,positive_resource_change,holdout,C03M1-RES-0015,base_app,resource_changed,0cce7951d08d38bfd4a20ed772186b824f06683ab89f9ad4a1ceb862fdd1b62c,0642a1bca5d193c5dd95d465bb9d06243ef070b34a09952f465a60b8eed0f0b7,com.phd.m1.c03.f015,com.phd.m1.c03.f015,success,success,success,,,1.0000,0.7500,controlled synthetic local generation,strong,experiments/datasets/tools/build_c03_m1_controlled.py,string resource value changed and res/raw/m0_resource_marker.txt added to right APK,manifest package and dex class set stay unchanged,20 generated families; every fifth positive pair is holdout,"M1 diagnostic inspection, split checks, resource-layer checks, and explanation-tag preparation",No real-world resource benchmark claim; this is a controlled synthetic diagnostic set.,controlled synthetic local generation
DC-C03-S01-M1,DC-C03-S01-M1,DC-C03-S01-M1-POS-0016,DC-C03-S01-M1-CAND-0016,positive,positive_resource_change,dev,C03M1-RES-0016,base_app,resource_changed,697405997890e092cd604d918d49ec382545a4256059ff98901a100287646524,c781d2c1d7c52750ed170a9ab42aee841fbc7043947ad8ad2d9118f4f6523549,com.phd.m1.c03.f016,com.phd.m1.c03.f016,success,success,success,,,1.0000,0.7500,controlled synthetic local generation,strong,experiments/datasets/tools/build_c03_m1_controlled.py,string resource value changed and res/raw/m0_resource_marker.txt added to right APK,manifest package and dex class set stay unchanged,20 generated families; every fifth positive pair is holdout,"M1 diagnostic inspection, split checks, resource-layer checks, and explanation-tag preparation",No real-world resource benchmark claim; this is a controlled synthetic diagnostic set.,controlled synthetic local generation
DC-C03-S01-M1,DC-C03-S01-M1,DC-C03-S01-M1-POS-0017,DC-C03-S01-M1-CAND-0017,positive,positive_resource_change,dev,C03M1-RES-0017,base_app,resource_changed,db98a2c27820cc6431b1098919ea8a8f92fbd9a386bab70c92a669ef476d2fd3,e3bb15d19c4a12d4335e359d495c9739590269c44f5b078cc3d8d165afb0c4dc,com.phd.m1.c03.f017,com.phd.m1.c03.f017,success,success,success,,,1.0000,0.7500,controlled synthetic local generation,strong,experiments/datasets/tools/build_c03_m1_controlled.py,string resource value changed and res/raw/m0_resource_marker.txt added to right APK,manifest package and dex class set stay unchanged,20 generated families; every fifth positive pair is holdout,"M1 diagnostic inspection, split checks, resource-layer checks, and explanation-tag preparation",No real-world resource benchmark claim; this is a controlled synthetic diagnostic set.,controlled synthetic local generation
DC-C03-S01-M1,DC-C03-S01-M1,DC-C03-S01-M1-POS-0018,DC-C03-S01-M1-CAND-0018,positive,positive_resource_change,dev,C03M1-RES-0018,base_app,resource_changed,c7fadb027aa1811c07cd0f0366014afadea02f63c379cf02d70880e4a17b5e9b,aae39203edc4981dbe5509c9dde1af75fb985c7f5fa002e24f9ff6dd25f8fe62,com.phd.m1.c03.f018,com.phd.m1.c03.f018,success,success,success,,,1.0000,0.7500,controlled synthetic local generation,strong,experiments/datasets/tools/build_c03_m1_controlled.py,string resource value changed and res/raw/m0_resource_marker.txt added to right APK,manifest package and dex class set stay unchanged,20 generated families; every fifth positive pair is holdout,"M1 diagnostic inspection, split checks, resource-layer checks, and explanation-tag preparation",No real-world resource benchmark claim; this is a controlled synthetic diagnostic set.,controlled synthetic local generation
DC-C03-S01-M1,DC-C03-S01-M1,DC-C03-S01-M1-POS-0019,DC-C03-S01-M1-CAND-0019,positive,positive_resource_change,dev,C03M1-RES-0019,base_app,resource_changed,2cc552555e652a7c4ffccc9752fe47440e3a4535ae26223aa09b28d6583998db,2f37a2208a005d9573414409d7aa7372eeb6e9c0bd4db2afd359bc5eb640e194,com.phd.m1.c03.f019,com.phd.m1.c03.f019,success,success,success,,,1.0000,0.7500,controlled synthetic local generation,strong,experiments/datasets/tools/build_c03_m1_controlled.py,string resource value changed and res/raw/m0_resource_marker.txt added to right APK,manifest package and dex class set stay unchanged,20 generated families; every fifth positive pair is holdout,"M1 diagnostic inspection, split checks, resource-layer checks, and explanation-tag preparation",No real-world resource benchmark claim; this is a controlled synthetic diagnostic set.,controlled synthetic local generation
DC-C03-S01-M1,DC-C03-S01-M1,DC-C03-S01-M1-POS-0020,DC-C03-S01-M1-CAND-0020,positive,positive_resource_change,holdout,C03M1-RES-0020,base_app,resource_changed,7d5fb11d6abfa6798440a58a89e013bdda116680f774fbf9c62fccf13d169891,aeafe1caa1f7082dee5f735a8b1fc94cf21f8130ef0965b119c3298caafa44da,com.phd.m1.c03.f020,com.phd.m1.c03.f020,success,success,success,,,1.0000,0.7500,controlled synthetic local generation,strong,experiments/datasets/tools/build_c03_m1_controlled.py,string resource value changed and res/raw/m0_resource_marker.txt added to right APK,manifest package and dex class set stay unchanged,20 generated families; every fifth positive pair is holdout,"M1 diagnostic inspection, split checks, resource-layer checks, and explanation-tag preparation",No real-world resource benchmark claim; this is a controlled synthetic diagnostic set.,controlled synthetic local generation
DC-C03-S01-M1,DC-C03-S01-M1,DC-C03-S01-M1-NEG-0001,negative_shift:DC-C03-S01-M1-CAND-0001->DC-C03-S01-M1-CAND-0002,negative,negative_non_clone,dev,NEG-C03M1-RES-0001__C03M1-RES-0002,base_app,different_base_app,a602c655c9d1ab66fab57e0acfb7a307cee9d5edf8bf587db66976fc125f00ba,f0982befcd9713529602c6d6cd29cf31433333582efc0ab6dcc58e5e540901b2,com.phd.m1.c03.f001,com.phd.m1.c03.f002,success,success,success,,,0.0000,1.0000,deterministic negative sampling from different synthetic families,strong,candidate positive rows from DC-C03-S01-M1,different generated base applications; not a resource-change relation,no shared synthetic family; split does not cross dev/holdout boundary,"within each split, pair base APK i with base APK i+1 by source_pair_id order",M1 diagnostic negative-pair checks and error analysis,No claim-ready non-clone metric until manual review and frozen split.,DC-C03-S01-M1-CAND-0001:DC-C03-S01-M1-CAND-0002
DC-C03-S01-M1,DC-C03-S01-M1,DC-C03-S01-M1-NEG-0002,negative_shift:DC-C03-S01-M1-CAND-0002->DC-C03-S01-M1-CAND-0003,negative,negative_non_clone,dev,NEG-C03M1-RES-0002__C03M1-RES-0003,base_app,different_base_app,f0982befcd9713529602c6d6cd29cf31433333582efc0ab6dcc58e5e540901b2,1be522e7ff8d1d8265eb558b0d811560b3f18692b4ccaeaf3bfd5be538167b32,com.phd.m1.c03.f002,com.phd.m1.c03.f003,success,success,success,,,0.0000,1.0000,deterministic negative sampling from different synthetic families,strong,candidate positive rows from DC-C03-S01-M1,different generated base applications; not a resource-change relation,no shared synthetic family; split does not cross dev/holdout boundary,"within each split, pair base APK i with base APK i+1 by source_pair_id order",M1 diagnostic negative-pair checks and error analysis,No claim-ready non-clone metric until manual review and frozen split.,DC-C03-S01-M1-CAND-0002:DC-C03-S01-M1-CAND-0003
