sha256,queue_id,decode_status,failure_class,decoded_dir,manifest_exists,apktool_yml_exists,smali_dir_count,res_exists,assets_exists,lib_exists,file_count
aa489f66923418cbddc940fc2c74f6313cce2b2f95669c601bf04b97b49dcac5,DC-C08-S01-M1-CAND-0001-LEFT,success,,local-verify-not-published/DC-C08-S01-M1/DC-C08-S01-M1-CAND-0001/left,true,true,1,true,false,false,16
31e3e510e16fbff804548b502d2216be024acf9172688a7947d73edd11a8a05a,DC-C08-S01-M1-CAND-0001-RIGHT,success,,local-verify-not-published/DC-C08-S01-M1/DC-C08-S01-M1-CAND-0001/right,true,true,1,true,false,false,13
b1019d30e947aa5ae1eb21445d8db352168e31c69f9cfe8a21f3943452f590e1,DC-C08-S01-M1-CAND-0002-LEFT,success,,local-verify-not-published/DC-C08-S01-M1/DC-C08-S01-M1-CAND-0002/left,true,true,1,true,false,false,17
5a5601b72f8c96e5b4214e2cc83fee3637311f617e1f51031a0dd027941d91bc,DC-C08-S01-M1-CAND-0002-RIGHT,success,,local-verify-not-published/DC-C08-S01-M1/DC-C08-S01-M1-CAND-0002/right,true,true,1,true,false,false,14
16822a33db49dc931d3ff5ca7e03fffe9513cc57a2f5f4b3b761b7c25f16842d,DC-C08-S01-M1-CAND-0003-LEFT,success,,local-verify-not-published/DC-C08-S01-M1/DC-C08-S01-M1-CAND-0003/left,true,true,1,true,false,false,18
d05c6bb54bfaf3c591e0f17e11de8c0213ec07089d6081115042220fc588d49d,DC-C08-S01-M1-CAND-0003-RIGHT,success,,local-verify-not-published/DC-C08-S01-M1/DC-C08-S01-M1-CAND-0003/right,true,true,1,true,false,false,15
5971b386fa88ea86c438301d642b2dc2cf056ceb058b762e444cfadfc996dc16,DC-C08-S01-M1-CAND-0004-LEFT,success,,local-verify-not-published/DC-C08-S01-M1/DC-C08-S01-M1-CAND-0004/left,true,true,1,true,false,false,19
f175f0bbcb1173e470d0b190935605f0a27aa3ffd75b9d36fe30bedf2febb49e,DC-C08-S01-M1-CAND-0004-RIGHT,success,,local-verify-not-published/DC-C08-S01-M1/DC-C08-S01-M1-CAND-0004/right,true,true,1,true,false,false,16
a571c7d78efa020336ea3d7889760123d1ffdda46320285f49f77f848c0d0b0b,DC-C08-S01-M1-CAND-0005-LEFT,success,,local-verify-not-published/DC-C08-S01-M1/DC-C08-S01-M1-CAND-0005/left,true,true,1,true,false,false,15
e46ac4d57ea2829545c5edf3b26434df83a43860573dba7fd7e4644793dea461,DC-C08-S01-M1-CAND-0005-RIGHT,success,,local-verify-not-published/DC-C08-S01-M1/DC-C08-S01-M1-CAND-0005/right,true,true,1,true,false,false,12
