sha256,feature_status,failure_class,decoded_dir,package_name,manifest_version_code,manifest_version_name,min_sdk,target_sdk,uses_permission_count,activity_count,activity_alias_count,service_count,receiver_count,provider_count,uses_feature_count,smali_dir_count,smali_file_count,class_count,method_count,field_count,res_file_count,res_dir_count,asset_file_count,lib_file_count,native_abi_count,top_class_prefixes,sample_permissions,sample_components
0422322268f1ed97b5ee65dd2c0cc8753c7b780fa929ab9e2e517e85785ecb98,success,,local-verify-not-published/DC-C08-S01-M1/DC-C08-S01-M1-CAND-0009/right,com.phd.m1.c08.f009,,,,,0,0,0,0,0,0,0,1,7,7,14,0,3,1,0,0,0,com.phd.m1:7,,
16822a33db49dc931d3ff5ca7e03fffe9513cc57a2f5f4b3b761b7c25f16842d,success,,local-verify-not-published/DC-C08-S01-M1/DC-C08-S01-M1-CAND-0003/left,com.phd.m1.c08.f003,,,,,0,0,0,0,0,0,0,1,9,9,18,0,3,1,0,0,0,com.phd.m1:9,,
171c4f206f87d1e8de39ea367eeadcd6a6b3f38a87f03d9e9b677d575b2e7bad,success,,local-verify-not-published/DC-C08-S01-M1/DC-C08-S01-M1-CAND-0011/right,com.phd.m1.c08.f011,,,,,0,0,0,0,0,0,0,1,4,4,8,0,3,1,0,0,0,com.phd.m1:4,,
27ab8afe11878a10ca3482e37d977cb6ac4e973d7be33f35741b58236a2ed62b,success,,local-verify-not-published/DC-C08-S01-M1/DC-C08-S01-M1-CAND-0007/left,com.phd.m1.c08.f007,,,,,0,0,0,0,0,0,0,1,8,8,16,0,3,1,0,0,0,com.phd.m1:8,,
31e3e510e16fbff804548b502d2216be024acf9172688a7947d73edd11a8a05a,success,,local-verify-not-published/DC-C08-S01-M1/DC-C08-S01-M1-CAND-0001/right,com.phd.m1.c08.f001,,,,,0,0,0,0,0,0,0,1,4,4,8,0,3,1,0,0,0,com.phd.m1:4,,
3266baa6ff4f20799b5d240b5dfc1240962f7abdf2faa746966f7dc3837970e1,success,,local-verify-not-published/DC-C08-S01-M1/DC-C08-S01-M1-CAND-0006/right,com.phd.m1.c08.f006,,,,,0,0,0,0,0,0,0,1,4,4,8,0,3,1,0,0,0,com.phd.m1:4,,
4b3c4a70ef944792b92cbf4a97cef9a232293bda3db1dc02dc8d1852b94bd319,success,,local-verify-not-published/DC-C08-S01-M1/DC-C08-S01-M1-CAND-0012/left,com.phd.m1.c08.f012,,,,,0,0,0,0,0,0,0,1,8,8,16,0,3,1,0,0,0,com.phd.m1:8,,
53f2e5539ba380d9e6f461e2b76785d566155e124336248915785ed1d6bbfe01,success,,local-verify-not-published/DC-C08-S01-M1/DC-C08-S01-M1-CAND-0016/left,com.phd.m1.c08.f016,,,,,0,0,0,0,0,0,0,1,7,7,14,0,3,1,0,0,0,com.phd.m1:7,,
54425c21f493958a1b810e7e6559dc33d95097b676b82eee09b9f1d946c12d03,success,,local-verify-not-published/DC-C08-S01-M1/DC-C08-S01-M1-CAND-0010/left,com.phd.m1.c08.f010,,,,,0,0,0,0,0,0,0,1,6,6,12,0,3,1,0,0,0,com.phd.m1:6,,
54498b20620a4fded2752da3304d72448c1f666bce16c5d8821ad004ce96cc34,success,,local-verify-not-published/DC-C08-S01-M1/DC-C08-S01-M1-CAND-0020/right,com.phd.m1.c08.f020,,,,,0,0,0,0,0,0,0,1,3,3,6,0,3,1,0,0,0,com.phd.m1:3,,
5971b386fa88ea86c438301d642b2dc2cf056ceb058b762e444cfadfc996dc16,success,,local-verify-not-published/DC-C08-S01-M1/DC-C08-S01-M1-CAND-0004/left,com.phd.m1.c08.f004,,,,,0,0,0,0,0,0,0,1,10,10,20,0,3,1,0,0,0,com.phd.m1:10,,
5a5601b72f8c96e5b4214e2cc83fee3637311f617e1f51031a0dd027941d91bc,success,,local-verify-not-published/DC-C08-S01-M1/DC-C08-S01-M1-CAND-0002/right,com.phd.m1.c08.f002,,,,,0,0,0,0,0,0,0,1,5,5,10,0,3,1,0,0,0,com.phd.m1:5,,
6313f5282cbaf42105f8e238e63dfa65143a61c6e8df975674aca93df3798784,success,,local-verify-not-published/DC-C08-S01-M1/DC-C08-S01-M1-CAND-0013/left,com.phd.m1.c08.f013,,,,,0,0,0,0,0,0,0,1,9,9,18,0,3,1,0,0,0,com.phd.m1:9,,
65997a73abf4445b2c378a5fc36246407e4c8c80a3b5f7c552b898464acf1177,success,,local-verify-not-published/DC-C08-S01-M1/DC-C08-S01-M1-CAND-0015/right,com.phd.m1.c08.f015,,,,,0,0,0,0,0,0,0,1,3,3,6,0,3,1,0,0,0,com.phd.m1:3,,
67a74e03d67ba5596db8277c11b203922a6b46912f706186a5a8070982cfc3c4,success,,local-verify-not-published/DC-C08-S01-M1/DC-C08-S01-M1-CAND-0017/right,com.phd.m1.c08.f017,,,,,0,0,0,0,0,0,0,1,5,5,10,0,3,1,0,0,0,com.phd.m1:5,,
758bc816a5a1f793fb1b2c84329a6c23bf8090e193c66499212ff8b90bb647d3,success,,local-verify-not-published/DC-C08-S01-M1/DC-C08-S01-M1-CAND-0008/left,com.phd.m1.c08.f008,,,,,0,0,0,0,0,0,0,1,9,9,18,0,3,1,0,0,0,com.phd.m1:9,,
77a35fefb7bcd062312973572e2e6b766c0ea1b3fbf566be30d707b398fc39d0,success,,local-verify-not-published/DC-C08-S01-M1/DC-C08-S01-M1-CAND-0010/right,com.phd.m1.c08.f010,,,,,0,0,0,0,0,0,0,1,3,3,6,0,3,1,0,0,0,com.phd.m1:3,,
781f28185008b3ae83d9bfae83ab3c79a82414d3ce7f58c32cbf658128ca18e9,success,,local-verify-not-published/DC-C08-S01-M1/DC-C08-S01-M1-CAND-0006/left,com.phd.m1.c08.f006,,,,,0,0,0,0,0,0,0,1,7,7,14,0,3,1,0,0,0,com.phd.m1:7,,
78dbe2d2d90f9b1f93513cc1b8ce1177ed7d55dac5438f13f1d9effd8d76f53a,success,,local-verify-not-published/DC-C08-S01-M1/DC-C08-S01-M1-CAND-0017/left,com.phd.m1.c08.f017,,,,,0,0,0,0,0,0,0,1,8,8,16,0,3,1,0,0,0,com.phd.m1:8,,
7903077f21dffbabc007df5b33eadee29d875eeb970f0a4ff102fcdc3caeb557,success,,local-verify-not-published/DC-C08-S01-M1/DC-C08-S01-M1-CAND-0009/left,com.phd.m1.c08.f009,,,,,0,0,0,0,0,0,0,1,10,10,20,0,3,1,0,0,0,com.phd.m1:10,,
7d1136babc0692f9b46bc8b534722ca5bbd6cccf538ec7e6c7d79b0f7de65084,success,,local-verify-not-published/DC-C08-S01-M1/DC-C08-S01-M1-CAND-0011/left,com.phd.m1.c08.f011,,,,,0,0,0,0,0,0,0,1,7,7,14,0,3,1,0,0,0,com.phd.m1:7,,
7ec31c53995b02856c3ef43330e3b50c53edf428c8adfa54ca598ff3dd822182,success,,local-verify-not-published/DC-C08-S01-M1/DC-C08-S01-M1-CAND-0018/left,com.phd.m1.c08.f018,,,,,0,0,0,0,0,0,0,1,9,9,18,0,3,1,0,0,0,com.phd.m1:9,,
7f76cbd54f5b803f4de1ce66a65764fe357fe7f9eedaab9395dd985d3b391173,success,,local-verify-not-published/DC-C08-S01-M1/DC-C08-S01-M1-CAND-0014/right,com.phd.m1.c08.f014,,,,,0,0,0,0,0,0,0,1,7,7,14,0,3,1,0,0,0,com.phd.m1:7,,
88108d29456d2bd96fa3b3d249dcee7b581bc9e50b213326562fddec7265b8bd,success,,local-verify-not-published/DC-C08-S01-M1/DC-C08-S01-M1-CAND-0016/right,com.phd.m1.c08.f016,,,,,0,0,0,0,0,0,0,1,4,4,8,0,3,1,0,0,0,com.phd.m1:4,,
8d7d36eac9538a1ebe716f432ebf3b47d600a2b3abb1a14796e67eb2326046d3,success,,local-verify-not-published/DC-C08-S01-M1/DC-C08-S01-M1-CAND-0014/left,com.phd.m1.c08.f014,,,,,0,0,0,0,0,0,0,1,10,10,20,0,3,1,0,0,0,com.phd.m1:10,,
9e8fd08811d6c62c45117d53fb2ee472ab4886885e50e297f814838197bab8c2,success,,local-verify-not-published/DC-C08-S01-M1/DC-C08-S01-M1-CAND-0019/left,com.phd.m1.c08.f019,,,,,0,0,0,0,0,0,0,1,10,10,20,0,3,1,0,0,0,com.phd.m1:10,,
a571c7d78efa020336ea3d7889760123d1ffdda46320285f49f77f848c0d0b0b,success,,local-verify-not-published/DC-C08-S01-M1/DC-C08-S01-M1-CAND-0005/left,com.phd.m1.c08.f005,,,,,0,0,0,0,0,0,0,1,6,6,12,0,3,1,0,0,0,com.phd.m1:6,,
aa489f66923418cbddc940fc2c74f6313cce2b2f95669c601bf04b97b49dcac5,success,,local-verify-not-published/DC-C08-S01-M1/DC-C08-S01-M1-CAND-0001/left,com.phd.m1.c08.f001,,,,,0,0,0,0,0,0,0,1,7,7,14,0,3,1,0,0,0,com.phd.m1:7,,
aeba28df6df3330e14cd2b8a5a22099538a38a990d1c97c6294b2604a510494e,success,,local-verify-not-published/DC-C08-S01-M1/DC-C08-S01-M1-CAND-0008/right,com.phd.m1.c08.f008,,,,,0,0,0,0,0,0,0,1,6,6,12,0,3,1,0,0,0,com.phd.m1:6,,
b1019d30e947aa5ae1eb21445d8db352168e31c69f9cfe8a21f3943452f590e1,success,,local-verify-not-published/DC-C08-S01-M1/DC-C08-S01-M1-CAND-0002/left,com.phd.m1.c08.f002,,,,,0,0,0,0,0,0,0,1,8,8,16,0,3,1,0,0,0,com.phd.m1:8,,
ba63eca8a7c6dd415f50e3c1387f85d86f6b5c017351261d94194db3c3f1d443,success,,local-verify-not-published/DC-C08-S01-M1/DC-C08-S01-M1-CAND-0013/right,com.phd.m1.c08.f013,,,,,0,0,0,0,0,0,0,1,6,6,12,0,3,1,0,0,0,com.phd.m1:6,,
