sha256,feature_status,failure_class,decoded_dir,package_name,manifest_version_code,manifest_version_name,min_sdk,target_sdk,uses_permission_count,activity_count,activity_alias_count,service_count,receiver_count,provider_count,uses_feature_count,smali_dir_count,smali_file_count,class_count,method_count,field_count,res_file_count,res_dir_count,asset_file_count,lib_file_count,native_abi_count,top_class_prefixes,sample_permissions,sample_components
0cc148a78204618127be3d46dbc7675093cce4c3a91efa456be3b7b8c7d90a02,success,,local-verify-not-published/DC-C04-S01-M1/DC-C04-S01-M1-CAND-0011/left,com.phd.m1.c04.f011,,,,,0,0,0,0,0,0,0,1,8,8,16,0,3,1,0,0,0,com.phd.m1:8,,
129e5785ddb826c44ebb5b628451f483cfbde7a8fadcb03be89dab04193246af,success,,local-verify-not-published/DC-C04-S01-M1/DC-C04-S01-M1-CAND-0012/left,com.phd.m1.c04.f012,,,,,0,0,0,0,0,0,0,1,5,5,10,0,3,1,0,0,0,com.phd.m1:5,,
17a71a6f218002c38ae4f3ac921c28a905245cbe872fd1d9ddcb142e6c5ab99b,success,,local-verify-not-published/DC-C04-S01-M1/DC-C04-S01-M1-CAND-0014/left,com.phd.m1.c04.f014,,,,,0,0,0,0,0,0,0,1,7,7,14,0,3,1,0,0,0,com.phd.m1:7,,
1c3b23a85d5a1c1dbe1a950eebac3912f4d9b49faa4dc1936ff3f926c320b6fc,success,,local-verify-not-published/DC-C04-S01-M1/DC-C04-S01-M1-CAND-0012/right,com.phd.m1.c04.renamed.f012,,,,,0,0,0,0,0,0,0,1,5,5,10,0,3,1,0,0,0,com.phd.m1:5,,
2193c97240a680d89b1d1048fae35f714cf791c0b0c4f6a21fdff75f265f47f4,success,,local-verify-not-published/DC-C04-S01-M1/DC-C04-S01-M1-CAND-0013/right,com.phd.m1.c04.renamed.f013,,,,,0,0,0,0,0,0,0,1,6,6,12,0,3,1,0,0,0,com.phd.m1:6,,
28b67f6bb435490a853bca32d40f77b46819a86a1b73c5f6b4933828e4ffb619,success,,local-verify-not-published/DC-C04-S01-M1/DC-C04-S01-M1-CAND-0007/right,com.phd.m1.c04.renamed.f007,,,,,0,0,0,0,0,0,0,1,8,8,16,0,3,1,0,0,0,com.phd.m1:8,,
2de78539aee5e42c127bfa5db205e838661abfa8e8ba2b948c49adb8e6c9c899,success,,local-verify-not-published/DC-C04-S01-M1/DC-C04-S01-M1-CAND-0016/right,com.phd.m1.c04.renamed.f016,,,,,0,0,0,0,0,0,0,1,5,5,10,0,3,1,0,0,0,com.phd.m1:5,,
30f4e361a68e3e3e83c8638cbf51c70758b17d28b74560ce1ae1435ddc3c15c9,success,,local-verify-not-published/DC-C04-S01-M1/DC-C04-S01-M1-CAND-0003/right,com.phd.m1.c04.renamed.f003,,,,,0,0,0,0,0,0,0,1,8,8,16,0,3,1,0,0,0,com.phd.m1:8,,
3af249c31b204be34520a361ec4335bdd4f5557e546fb4203db65ecfeaa7dead,success,,local-verify-not-published/DC-C04-S01-M1/DC-C04-S01-M1-CAND-0008/left,com.phd.m1.c04.f008,,,,,0,0,0,0,0,0,0,1,5,5,10,0,3,1,0,0,0,com.phd.m1:5,,
3afddd8f4c609a2b31113737ea1d733f9bf2eda8e3d8e4fb5c3b6478cf4df5ce,success,,local-verify-not-published/DC-C04-S01-M1/DC-C04-S01-M1-CAND-0015/right,com.phd.m1.c04.renamed.f015,,,,,0,0,0,0,0,0,0,1,8,8,16,0,3,1,0,0,0,com.phd.m1:8,,
3dda6a0438c5d38161b7850f672a8771488d137dc0de5179d3166e95ebeb684a,success,,local-verify-not-published/DC-C04-S01-M1/DC-C04-S01-M1-CAND-0010/left,com.phd.m1.c04.f010,,,,,0,0,0,0,0,0,0,1,7,7,14,0,3,1,0,0,0,com.phd.m1:7,,
4180adf09407667e19649fe28b5f85196dde1a7695c8283b12fcb67bf27529cf,success,,local-verify-not-published/DC-C04-S01-M1/DC-C04-S01-M1-CAND-0009/left,com.phd.m1.c04.f009,,,,,0,0,0,0,0,0,0,1,6,6,12,0,3,1,0,0,0,com.phd.m1:6,,
46f218a60639507be93b46972200a4b6a5be06bc44623ac3cf1724a77aa68de7,success,,local-verify-not-published/DC-C04-S01-M1/DC-C04-S01-M1-CAND-0001/left,com.phd.m1.c04.f001,,,,,0,0,0,0,0,0,0,1,6,6,12,0,3,1,0,0,0,com.phd.m1:6,,
