sha256,queue_id,decode_status,failure_class,decoded_dir,manifest_exists,apktool_yml_exists,smali_dir_count,res_exists,assets_exists,lib_exists,file_count
46f218a60639507be93b46972200a4b6a5be06bc44623ac3cf1724a77aa68de7,DC-C04-S01-M1-CAND-0001-LEFT,success,,local-verify-not-published/DC-C04-S01-M1/DC-C04-S01-M1-CAND-0001/left,true,true,1,true,false,false,15
628bccb2ea0b1745a64145fa377a46ce8e60037540932ff4285508cca7060ff3,DC-C04-S01-M1-CAND-0001-RIGHT,success,,local-verify-not-published/DC-C04-S01-M1/DC-C04-S01-M1-CAND-0001/right,true,true,1,true,false,false,15
b3b958fad13878064ad5250a939c44c6f1804f37bc63813f5c6248270ddb1373,DC-C04-S01-M1-CAND-0002-LEFT,success,,local-verify-not-published/DC-C04-S01-M1/DC-C04-S01-M1-CAND-0002/left,true,true,1,true,false,false,16
fc4940ad402f678ba500d5d5d0d4be8f459db6c6ddb625ec90f9798d41a27a74,DC-C04-S01-M1-CAND-0002-RIGHT,success,,local-verify-not-published/DC-C04-S01-M1/DC-C04-S01-M1-CAND-0002/right,true,true,1,true,false,false,16
73aa1fcf86c35404ac57dee45f34f4623f304f2a248978fd8e40651477746f6c,DC-C04-S01-M1-CAND-0003-LEFT,success,,local-verify-not-published/DC-C04-S01-M1/DC-C04-S01-M1-CAND-0003/left,true,true,1,true,false,false,17
30f4e361a68e3e3e83c8638cbf51c70758b17d28b74560ce1ae1435ddc3c15c9,DC-C04-S01-M1-CAND-0003-RIGHT,success,,local-verify-not-published/DC-C04-S01-M1/DC-C04-S01-M1-CAND-0003/right,true,true,1,true,false,false,17
a8a7038ab59ef3369694d7f7c4b6d98c5d130e57063423fd2a50686af74fd855,DC-C04-S01-M1-CAND-0004-LEFT,success,,local-verify-not-published/DC-C04-S01-M1/DC-C04-S01-M1-CAND-0004/left,true,true,1,true,false,false,14
b3d6d358091c9094b84e2c2d50e7b65642e41c6b9ce98d0938c468f89e8bd262,DC-C04-S01-M1-CAND-0004-RIGHT,success,,local-verify-not-published/DC-C04-S01-M1/DC-C04-S01-M1-CAND-0004/right,true,true,1,true,false,false,14
503afca6c917fba9ba60f69114bf92cb4aad780723be8ab9d3000511914a38b8,DC-C04-S01-M1-CAND-0005-LEFT,success,,local-verify-not-published/DC-C04-S01-M1/DC-C04-S01-M1-CAND-0005/left,true,true,1,true,false,false,15
e1fdc96485974fbbbeaa7ee8e96c381f8aec11b714adc25cd6e2cb5f40e2c00b,DC-C04-S01-M1-CAND-0005-RIGHT,success,,local-verify-not-published/DC-C04-S01-M1/DC-C04-S01-M1-CAND-0005/right,true,true,1,true,false,false,15
514dce0faca941f6f836e599f30ebdd89c3708e8b493f13f1b8430977b0164fe,DC-C04-S01-M1-CAND-0006-LEFT,success,,local-verify-not-published/DC-C04-S01-M1/DC-C04-S01-M1-CAND-0006/left,true,true,1,true,false,false,16
ba69912b4e7170a39be578e3ed8846eb606a9892b17cf5fd7a7581f704eaa7da,DC-C04-S01-M1-CAND-0006-RIGHT,success,,local-verify-not-published/DC-C04-S01-M1/DC-C04-S01-M1-CAND-0006/right,true,true,1,true,false,false,16
97d45232215471fb6778682a875de867efc285bc6609cd975249e5d5b5fed1b3,DC-C04-S01-M1-CAND-0007-LEFT,success,,local-verify-not-published/DC-C04-S01-M1/DC-C04-S01-M1-CAND-0007/left,true,true,1,true,false,false,17
28b67f6bb435490a853bca32d40f77b46819a86a1b73c5f6b4933828e4ffb619,DC-C04-S01-M1-CAND-0007-RIGHT,success,,local-verify-not-published/DC-C04-S01-M1/DC-C04-S01-M1-CAND-0007/right,true,true,1,true,false,false,17
3af249c31b204be34520a361ec4335bdd4f5557e546fb4203db65ecfeaa7dead,DC-C04-S01-M1-CAND-0008-LEFT,success,,local-verify-not-published/DC-C04-S01-M1/DC-C04-S01-M1-CAND-0008/left,true,true,1,true,false,false,14
56d0fc1e69cfebf2420320610d69a20556407431e50af02f8862f1f64a72db22,DC-C04-S01-M1-CAND-0008-RIGHT,success,,local-verify-not-published/DC-C04-S01-M1/DC-C04-S01-M1-CAND-0008/right,true,true,1,true,false,false,14
4180adf09407667e19649fe28b5f85196dde1a7695c8283b12fcb67bf27529cf,DC-C04-S01-M1-CAND-0009-LEFT,success,,local-verify-not-published/DC-C04-S01-M1/DC-C04-S01-M1-CAND-0009/left,true,true,1,true,false,false,15
87bf46fb38b59b59b0fbe43ab0da29e27d8526d04256ddb703f1652bd309b5f4,DC-C04-S01-M1-CAND-0009-RIGHT,success,,local-verify-not-published/DC-C04-S01-M1/DC-C04-S01-M1-CAND-0009/right,true,true,1,true,false,false,15
3dda6a0438c5d38161b7850f672a8771488d137dc0de5179d3166e95ebeb684a,DC-C04-S01-M1-CAND-0010-LEFT,success,,local-verify-not-published/DC-C04-S01-M1/DC-C04-S01-M1-CAND-0010/left,true,true,1,true,false,false,16
