pair_id,change_tag,tag_source,tag_confidence,tag_evidence
DC-C04-S01-M1-POS-0001,package_rename,controlled_generation_rule,strong,DC-C04-S01-M1-CAND-0001
DC-C04-S01-M1-POS-0001,manifest_package_change,feature_delta_smoke,strong,com.phd.m1.c04.f001->com.phd.m1.c04.renamed.f001
DC-C04-S01-M1-POS-0001,namespace_change,controlled_generation_rule,strong,DC-C04-S01-M1-CAND-0001
DC-C04-S01-M1-POS-0001,class_set_change,feature_delta_smoke,strong,classes_jaccard=0.0000
DC-C04-S01-M1-POS-0002,package_rename,controlled_generation_rule,strong,DC-C04-S01-M1-CAND-0002
DC-C04-S01-M1-POS-0002,manifest_package_change,feature_delta_smoke,strong,com.phd.m1.c04.f002->com.phd.m1.c04.renamed.f002
DC-C04-S01-M1-POS-0002,namespace_change,controlled_generation_rule,strong,DC-C04-S01-M1-CAND-0002
DC-C04-S01-M1-POS-0002,class_set_change,feature_delta_smoke,strong,classes_jaccard=0.0000
DC-C04-S01-M1-POS-0003,package_rename,controlled_generation_rule,strong,DC-C04-S01-M1-CAND-0003
DC-C04-S01-M1-POS-0003,manifest_package_change,feature_delta_smoke,strong,com.phd.m1.c04.f003->com.phd.m1.c04.renamed.f003
DC-C04-S01-M1-POS-0003,namespace_change,controlled_generation_rule,strong,DC-C04-S01-M1-CAND-0003
DC-C04-S01-M1-POS-0003,class_set_change,feature_delta_smoke,strong,classes_jaccard=0.0000
DC-C04-S01-M1-POS-0004,package_rename,controlled_generation_rule,strong,DC-C04-S01-M1-CAND-0004
DC-C04-S01-M1-POS-0004,manifest_package_change,feature_delta_smoke,strong,com.phd.m1.c04.f004->com.phd.m1.c04.renamed.f004
DC-C04-S01-M1-POS-0004,namespace_change,controlled_generation_rule,strong,DC-C04-S01-M1-CAND-0004
DC-C04-S01-M1-POS-0004,class_set_change,feature_delta_smoke,strong,classes_jaccard=0.0000
DC-C04-S01-M1-POS-0005,package_rename,controlled_generation_rule,strong,DC-C04-S01-M1-CAND-0005
DC-C04-S01-M1-POS-0005,manifest_package_change,feature_delta_smoke,strong,com.phd.m1.c04.f005->com.phd.m1.c04.renamed.f005
DC-C04-S01-M1-POS-0005,namespace_change,controlled_generation_rule,strong,DC-C04-S01-M1-CAND-0005
DC-C04-S01-M1-POS-0005,class_set_change,feature_delta_smoke,strong,classes_jaccard=0.0000
