sha256,queue_id,decode_status,failure_class,decoded_dir,manifest_exists,apktool_yml_exists,smali_dir_count,res_exists,assets_exists,lib_exists,file_count
99019cd6216c831ccf38df1310a13a536b78c32b4bd3ad4a43cafa274a187925,DC-C02-S01-M1-CAND-0001-LEFT,success,,local-verify-not-published/DC-C02-S01-M1/DC-C02-S01-M1-CAND-0001/left,true,true,1,true,false,false,15
58e87451acb75b68ce0f2b6f4055deabb92881542571d912047dcb39f8701082,DC-C02-S01-M1-CAND-0001-RIGHT,success,,local-verify-not-published/DC-C02-S01-M1/DC-C02-S01-M1-CAND-0001/right,true,true,1,true,false,false,17
e74780396b16442221b3a3fdbd5f118529029a62b822a0eca1afc738878daacb,DC-C02-S01-M1-CAND-0002-LEFT,success,,local-verify-not-published/DC-C02-S01-M1/DC-C02-S01-M1-CAND-0002/left,true,true,1,true,false,false,16
7ac2788cb83534ba66c78d8ab844aceefcc2b5e52072313675f61c021bb31400,DC-C02-S01-M1-CAND-0002-RIGHT,success,,local-verify-not-published/DC-C02-S01-M1/DC-C02-S01-M1-CAND-0002/right,true,true,1,true,false,false,18
0db1c014d383303b9946759a40203b8df211538fe56adbce8baecb154febcce8,DC-C02-S01-M1-CAND-0003-LEFT,success,,local-verify-not-published/DC-C02-S01-M1/DC-C02-S01-M1-CAND-0003/left,true,true,1,true,false,false,17
3549b36f9bdd57116c9f9620a696b49169c0153fc566fd8894db1cdca7affdb5,DC-C02-S01-M1-CAND-0003-RIGHT,success,,local-verify-not-published/DC-C02-S01-M1/DC-C02-S01-M1-CAND-0003/right,true,true,1,true,false,false,19
1673ca10eb77e0c9b8c0aa8b4ce8ac33d35463475637fda9232880355df3f56b,DC-C02-S01-M1-CAND-0004-LEFT,success,,local-verify-not-published/DC-C02-S01-M1/DC-C02-S01-M1-CAND-0004/left,true,true,1,true,false,false,14
8f2cae1120b822cd1693d359ec2cb19e10a6297cce526a82a6e6f05f4e7e7721,DC-C02-S01-M1-CAND-0004-RIGHT,success,,local-verify-not-published/DC-C02-S01-M1/DC-C02-S01-M1-CAND-0004/right,true,true,1,true,false,false,16
258e1c508b28a9d7713690c83449ecf669c7467f00f4272edbb22e031478390c,DC-C02-S01-M1-CAND-0005-LEFT,success,,local-verify-not-published/DC-C02-S01-M1/DC-C02-S01-M1-CAND-0005/left,true,true,1,true,false,false,15
13695bcc4c037a9a8d2af4043124885503bfcd041e270ec926a47a1b091f553a,DC-C02-S01-M1-CAND-0005-RIGHT,success,,local-verify-not-published/DC-C02-S01-M1/DC-C02-S01-M1-CAND-0005/right,true,true,1,true,false,false,17
606e66a1d162dbff7af7207f50c3bec41f02a0beccf2e445e146aa09abf33b9e,DC-C02-S01-M1-CAND-0006-LEFT,success,,local-verify-not-published/DC-C02-S01-M1/DC-C02-S01-M1-CAND-0006/left,true,true,1,true,false,false,16
f701ff32f601bedf32368255b431e43e394f549be17b1942dac5d0eaddd38980,DC-C02-S01-M1-CAND-0006-RIGHT,success,,local-verify-not-published/DC-C02-S01-M1/DC-C02-S01-M1-CAND-0006/right,true,true,1,true,false,false,18
8c9e45de49a2a835bd5060ff97defe6879e5330dba280a9340b4d13565d0f068,DC-C02-S01-M1-CAND-0007-LEFT,success,,local-verify-not-published/DC-C02-S01-M1/DC-C02-S01-M1-CAND-0007/left,true,true,1,true,false,false,17
d68d214a4cc7b055aed07b4518a80f9abc9e306818fcea46687ae001381b4fe9,DC-C02-S01-M1-CAND-0007-RIGHT,success,,local-verify-not-published/DC-C02-S01-M1/DC-C02-S01-M1-CAND-0007/right,true,true,1,true,false,false,19
c598f3b453f3575f0a70027247de4c918d377ab26b285785828f92a4031803f8,DC-C02-S01-M1-CAND-0008-LEFT,success,,local-verify-not-published/DC-C02-S01-M1/DC-C02-S01-M1-CAND-0008/left,true,true,1,true,false,false,14
008b2a6c6094cc7337c763ad070add22e0f3dbdab7b56c12b1d387843e3153e2,DC-C02-S01-M1-CAND-0008-RIGHT,success,,local-verify-not-published/DC-C02-S01-M1/DC-C02-S01-M1-CAND-0008/right,true,true,1,true,false,false,16
1a52e87d3242aea7167a2ec8631872b80755a67c4d1eca9b39c91c7205e0def5,DC-C02-S01-M1-CAND-0009-LEFT,success,,local-verify-not-published/DC-C02-S01-M1/DC-C02-S01-M1-CAND-0009/left,true,true,1,true,false,false,15
bb2fa261c82169638969d859cb941544482a7cbc9c173bd2ac6e846ae3adaf72,DC-C02-S01-M1-CAND-0009-RIGHT,success,,local-verify-not-published/DC-C02-S01-M1/DC-C02-S01-M1-CAND-0009/right,true,true,1,true,false,false,17
76a2b4af200ff428afc8361a9dda49cdf3e48fd77d948e99a5b99970c550d4d5,DC-C02-S01-M1-CAND-0010-LEFT,success,,local-verify-not-published/DC-C02-S01-M1/DC-C02-S01-M1-CAND-0010/left,true,true,1,true,false,false,16
a803efe5556d8f5d0679214c488d315c444c54b38ed55860225766581415cabb,DC-C02-S01-M1-CAND-0010-RIGHT,success,,local-verify-not-published/DC-C02-S01-M1/DC-C02-S01-M1-CAND-0010/right,true,true,1,true,false,false,18
c9eb615987b677887fece1bc3f43491e24160fef19c145c15f8a1c896fdc2f11,DC-C02-S01-M1-CAND-0011-LEFT,success,,local-verify-not-published/DC-C02-S01-M1/DC-C02-S01-M1-CAND-0011/left,true,true,1,true,false,false,17
c0c0c631e65fc10e809fb39a038734712e2bb91497a0840b27702e74c6a85d41,DC-C02-S01-M1-CAND-0011-RIGHT,success,,local-verify-not-published/DC-C02-S01-M1/DC-C02-S01-M1-CAND-0011/right,true,true,1,true,false,false,19
e274c88c4b3892685b6a81032030065fbf95b0fbd08f552579065662fcbdc878,DC-C02-S01-M1-CAND-0012-LEFT,success,,local-verify-not-published/DC-C02-S01-M1/DC-C02-S01-M1-CAND-0012/left,true,true,1,true,false,false,14
cf1f73ee602f7807a5b3a59f73bca8a27c526dd81ded05c2c9a81c831768d24d,DC-C02-S01-M1-CAND-0012-RIGHT,success,,local-verify-not-published/DC-C02-S01-M1/DC-C02-S01-M1-CAND-0012/right,true,true,1,true,false,false,16
731b90860a2c55359a8fd32379dcfe0d5c13a430aef11f80bdc8f3a993e9fdc5,DC-C02-S01-M1-CAND-0013-LEFT,success,,local-verify-not-published/DC-C02-S01-M1/DC-C02-S01-M1-CAND-0013/left,true,true,1,true,false,false,15
71b5a6d2a8ee54be42914f5c7e45dd7b7428c2ba5bfcfd4aebdf2941f62c306f,DC-C02-S01-M1-CAND-0013-RIGHT,success,,local-verify-not-published/DC-C02-S01-M1/DC-C02-S01-M1-CAND-0013/right,true,true,1,true,false,false,17
c6393d13678ad3062109e85c07a7ab4701aa472153d118322c97acfd372faa04,DC-C02-S01-M1-CAND-0014-LEFT,success,,local-verify-not-published/DC-C02-S01-M1/DC-C02-S01-M1-CAND-0014/left,true,true,1,true,false,false,16
768276f6743b3c0886b09f7f61e303fb0743f1fe5c08c029cc0f0c1c255799dc,DC-C02-S01-M1-CAND-0014-RIGHT,success,,local-verify-not-published/DC-C02-S01-M1/DC-C02-S01-M1-CAND-0014/right,true,true,1,true,false,false,18
b9493fa5908fb4a8eded877ee61c24a98bf2c1ae7c2f8a3026eeae7426c82740,DC-C02-S01-M1-CAND-0015-LEFT,success,,local-verify-not-published/DC-C02-S01-M1/DC-C02-S01-M1-CAND-0015/left,true,true,1,true,false,false,17
600e18b4985283d74b4e8b8328445b6ab9107e66ea0ef8c5e3e58a21f6a749a6,DC-C02-S01-M1-CAND-0015-RIGHT,success,,local-verify-not-published/DC-C02-S01-M1/DC-C02-S01-M1-CAND-0015/right,true,true,1,true,false,false,19
b734f9de943402b9b4e64d9a3d2dfed20ad37effe8d040076e709260a0a250fe,DC-C02-S01-M1-CAND-0016-LEFT,success,,local-verify-not-published/DC-C02-S01-M1/DC-C02-S01-M1-CAND-0016/left,true,true,1,true,false,false,14
6a0df6021e5d1de7827f94bb0bb50ec9ca379bffcc3f3fb8dc0830db9c7b4129,DC-C02-S01-M1-CAND-0016-RIGHT,success,,local-verify-not-published/DC-C02-S01-M1/DC-C02-S01-M1-CAND-0016/right,true,true,1,true,false,false,16
bcc011caa1b9e78eb9c012e088dfd6baa04f7e7816e9dab3c3834ac81744387e,DC-C02-S01-M1-CAND-0017-LEFT,success,,local-verify-not-published/DC-C02-S01-M1/DC-C02-S01-M1-CAND-0017/left,true,true,1,true,false,false,15
ecc8896c6ec059a6c3eaaa2e06b32df7965b65a974529d8f506d9903f6946950,DC-C02-S01-M1-CAND-0017-RIGHT,success,,local-verify-not-published/DC-C02-S01-M1/DC-C02-S01-M1-CAND-0017/right,true,true,1,true,false,false,17
74fb9afb53adbedca1a8e770a8479826e9195cbcd73f18b894f547f80b96091e,DC-C02-S01-M1-CAND-0018-LEFT,success,,local-verify-not-published/DC-C02-S01-M1/DC-C02-S01-M1-CAND-0018/left,true,true,1,true,false,false,16
d915e3e39800ad16a26c08526fdb5f9995a222cc783d299cb88aed0ebe49db59,DC-C02-S01-M1-CAND-0018-RIGHT,success,,local-verify-not-published/DC-C02-S01-M1/DC-C02-S01-M1-CAND-0018/right,true,true,1,true,false,false,18
64cff9a43f936609b4924b3136bf218293a2c9ce6c2aaa65b3402cfad916ac38,DC-C02-S01-M1-CAND-0019-LEFT,success,,local-verify-not-published/DC-C02-S01-M1/DC-C02-S01-M1-CAND-0019/left,true,true,1,true,false,false,17
4cae6fc694fcb3566dfb4cbc4c38ac0da52ebcf6e9f6b9c8b675d22002f85e16,DC-C02-S01-M1-CAND-0019-RIGHT,success,,local-verify-not-published/DC-C02-S01-M1/DC-C02-S01-M1-CAND-0019/right,true,true,1,true,false,false,19
c5e38773bb7b10d247651e07e833dcba0a7d6b9c79f125e41ae0b3d5ff7758f6,DC-C02-S01-M1-CAND-0020-LEFT,success,,local-verify-not-published/DC-C02-S01-M1/DC-C02-S01-M1-CAND-0020/left,true,true,1,true,false,false,14
4413bb8e62bbfb4925a8c1f4208688b48ec1e1094fa925c43bd65d3fb1a2ad32,DC-C02-S01-M1-CAND-0020-RIGHT,success,,local-verify-not-published/DC-C02-S01-M1/DC-C02-S01-M1-CAND-0020/right,true,true,1,true,false,false,16
