sha256,feature_status,failure_class,decoded_dir,package_name,manifest_version_code,manifest_version_name,min_sdk,target_sdk,uses_permission_count,activity_count,activity_alias_count,service_count,receiver_count,provider_count,uses_feature_count,smali_dir_count,smali_file_count,class_count,method_count,field_count,res_file_count,res_dir_count,asset_file_count,lib_file_count,native_abi_count,top_class_prefixes,sample_permissions,sample_components
008b2a6c6094cc7337c763ad070add22e0f3dbdab7b56c12b1d387843e3153e2,success,,local-verify-not-published/DC-C02-S01-M1/DC-C02-S01-M1-CAND-0008/right,com.phd.m1.c02.f008,,,,,0,0,0,0,0,0,0,1,7,7,14,0,3,1,0,0,0,com.phd.m1:5;com.phd.m0:2,,
0db1c014d383303b9946759a40203b8df211538fe56adbce8baecb154febcce8,success,,local-verify-not-published/DC-C02-S01-M1/DC-C02-S01-M1-CAND-0003/left,com.phd.m1.c02.f003,,,,,0,0,0,0,0,0,0,1,8,8,16,0,3,1,0,0,0,com.phd.m1:8,,
13695bcc4c037a9a8d2af4043124885503bfcd041e270ec926a47a1b091f553a,success,,local-verify-not-published/DC-C02-S01-M1/DC-C02-S01-M1-CAND-0005/right,com.phd.m1.c02.f005,,,,,0,0,0,0,0,0,0,1,8,8,16,0,3,1,0,0,0,com.phd.m1:6;com.phd.m0:2,,
1673ca10eb77e0c9b8c0aa8b4ce8ac33d35463475637fda9232880355df3f56b,success,,local-verify-not-published/DC-C02-S01-M1/DC-C02-S01-M1-CAND-0004/left,com.phd.m1.c02.f004,,,,,0,0,0,0,0,0,0,1,5,5,10,0,3,1,0,0,0,com.phd.m1:5,,
1a52e87d3242aea7167a2ec8631872b80755a67c4d1eca9b39c91c7205e0def5,success,,local-verify-not-published/DC-C02-S01-M1/DC-C02-S01-M1-CAND-0009/left,com.phd.m1.c02.f009,,,,,0,0,0,0,0,0,0,1,6,6,12,0,3,1,0,0,0,com.phd.m1:6,,
258e1c508b28a9d7713690c83449ecf669c7467f00f4272edbb22e031478390c,success,,local-verify-not-published/DC-C02-S01-M1/DC-C02-S01-M1-CAND-0005/left,com.phd.m1.c02.f005,,,,,0,0,0,0,0,0,0,1,6,6,12,0,3,1,0,0,0,com.phd.m1:6,,
3549b36f9bdd57116c9f9620a696b49169c0153fc566fd8894db1cdca7affdb5,success,,local-verify-not-published/DC-C02-S01-M1/DC-C02-S01-M1-CAND-0003/right,com.phd.m1.c02.f003,,,,,0,0,0,0,0,0,0,1,10,10,20,0,3,1,0,0,0,com.phd.m1:8;com.phd.m0:2,,
4413bb8e62bbfb4925a8c1f4208688b48ec1e1094fa925c43bd65d3fb1a2ad32,success,,local-verify-not-published/DC-C02-S01-M1/DC-C02-S01-M1-CAND-0020/right,com.phd.m1.c02.f020,,,,,0,0,0,0,0,0,0,1,7,7,14,0,3,1,0,0,0,com.phd.m1:5;com.phd.m0:2,,
4cae6fc694fcb3566dfb4cbc4c38ac0da52ebcf6e9f6b9c8b675d22002f85e16,success,,local-verify-not-published/DC-C02-S01-M1/DC-C02-S01-M1-CAND-0019/right,com.phd.m1.c02.f019,,,,,0,0,0,0,0,0,0,1,10,10,20,0,3,1,0,0,0,com.phd.m1:8;com.phd.m0:2,,
58e87451acb75b68ce0f2b6f4055deabb92881542571d912047dcb39f8701082,success,,local-verify-not-published/DC-C02-S01-M1/DC-C02-S01-M1-CAND-0001/right,com.phd.m1.c02.f001,,,,,0,0,0,0,0,0,0,1,8,8,16,0,3,1,0,0,0,com.phd.m1:6;com.phd.m0:2,,
600e18b4985283d74b4e8b8328445b6ab9107e66ea0ef8c5e3e58a21f6a749a6,success,,local-verify-not-published/DC-C02-S01-M1/DC-C02-S01-M1-CAND-0015/right,com.phd.m1.c02.f015,,,,,0,0,0,0,0,0,0,1,10,10,20,0,3,1,0,0,0,com.phd.m1:8;com.phd.m0:2,,
606e66a1d162dbff7af7207f50c3bec41f02a0beccf2e445e146aa09abf33b9e,success,,local-verify-not-published/DC-C02-S01-M1/DC-C02-S01-M1-CAND-0006/left,com.phd.m1.c02.f006,,,,,0,0,0,0,0,0,0,1,7,7,14,0,3,1,0,0,0,com.phd.m1:7,,
64cff9a43f936609b4924b3136bf218293a2c9ce6c2aaa65b3402cfad916ac38,success,,local-verify-not-published/DC-C02-S01-M1/DC-C02-S01-M1-CAND-0019/left,com.phd.m1.c02.f019,,,,,0,0,0,0,0,0,0,1,8,8,16,0,3,1,0,0,0,com.phd.m1:8,,
