pair_id,dataset_id,dataset_version,left_sha256,right_sha256,label,lineage_group_id,split,ground_truth_source,label_confidence,notes
DC-C02-S01-M1-CAND-0001,DC-C02-S01-M1,m1-controlled-2026-06-12,99019cd6216c831ccf38df1310a13a536b78c32b4bd3ad4a43cafa274a187925,58e87451acb75b68ce0f2b6f4055deabb92881542571d912047dcb39f8701082,positive_library_injection,C02M1-LIB-0001,dev,controlled synthetic local generation,strong,right APK adds a synthetic library-like package; base package and base classes stay stable
DC-C02-S01-M1-CAND-0002,DC-C02-S01-M1,m1-controlled-2026-06-12,e74780396b16442221b3a3fdbd5f118529029a62b822a0eca1afc738878daacb,7ac2788cb83534ba66c78d8ab844aceefcc2b5e52072313675f61c021bb31400,positive_library_injection,C02M1-LIB-0002,dev,controlled synthetic local generation,strong,right APK adds a synthetic library-like package; base package and base classes stay stable
DC-C02-S01-M1-CAND-0003,DC-C02-S01-M1,m1-controlled-2026-06-12,0db1c014d383303b9946759a40203b8df211538fe56adbce8baecb154febcce8,3549b36f9bdd57116c9f9620a696b49169c0153fc566fd8894db1cdca7affdb5,positive_library_injection,C02M1-LIB-0003,dev,controlled synthetic local generation,strong,right APK adds a synthetic library-like package; base package and base classes stay stable
DC-C02-S01-M1-CAND-0004,DC-C02-S01-M1,m1-controlled-2026-06-12,1673ca10eb77e0c9b8c0aa8b4ce8ac33d35463475637fda9232880355df3f56b,8f2cae1120b822cd1693d359ec2cb19e10a6297cce526a82a6e6f05f4e7e7721,positive_library_injection,C02M1-LIB-0004,dev,controlled synthetic local generation,strong,right APK adds a synthetic library-like package; base package and base classes stay stable
DC-C02-S01-M1-CAND-0005,DC-C02-S01-M1,m1-controlled-2026-06-12,258e1c508b28a9d7713690c83449ecf669c7467f00f4272edbb22e031478390c,13695bcc4c037a9a8d2af4043124885503bfcd041e270ec926a47a1b091f553a,positive_library_injection,C02M1-LIB-0005,holdout,controlled synthetic local generation,strong,right APK adds a synthetic library-like package; base package and base classes stay stable
DC-C02-S01-M1-CAND-0006,DC-C02-S01-M1,m1-controlled-2026-06-12,606e66a1d162dbff7af7207f50c3bec41f02a0beccf2e445e146aa09abf33b9e,f701ff32f601bedf32368255b431e43e394f549be17b1942dac5d0eaddd38980,positive_library_injection,C02M1-LIB-0006,dev,controlled synthetic local generation,strong,right APK adds a synthetic library-like package; base package and base classes stay stable
DC-C02-S01-M1-CAND-0007,DC-C02-S01-M1,m1-controlled-2026-06-12,8c9e45de49a2a835bd5060ff97defe6879e5330dba280a9340b4d13565d0f068,d68d214a4cc7b055aed07b4518a80f9abc9e306818fcea46687ae001381b4fe9,positive_library_injection,C02M1-LIB-0007,dev,controlled synthetic local generation,strong,right APK adds a synthetic library-like package; base package and base classes stay stable
DC-C02-S01-M1-CAND-0008,DC-C02-S01-M1,m1-controlled-2026-06-12,c598f3b453f3575f0a70027247de4c918d377ab26b285785828f92a4031803f8,008b2a6c6094cc7337c763ad070add22e0f3dbdab7b56c12b1d387843e3153e2,positive_library_injection,C02M1-LIB-0008,dev,controlled synthetic local generation,strong,right APK adds a synthetic library-like package; base package and base classes stay stable
DC-C02-S01-M1-CAND-0009,DC-C02-S01-M1,m1-controlled-2026-06-12,1a52e87d3242aea7167a2ec8631872b80755a67c4d1eca9b39c91c7205e0def5,bb2fa261c82169638969d859cb941544482a7cbc9c173bd2ac6e846ae3adaf72,positive_library_injection,C02M1-LIB-0009,dev,controlled synthetic local generation,strong,right APK adds a synthetic library-like package; base package and base classes stay stable
DC-C02-S01-M1-CAND-0010,DC-C02-S01-M1,m1-controlled-2026-06-12,76a2b4af200ff428afc8361a9dda49cdf3e48fd77d948e99a5b99970c550d4d5,a803efe5556d8f5d0679214c488d315c444c54b38ed55860225766581415cabb,positive_library_injection,C02M1-LIB-0010,holdout,controlled synthetic local generation,strong,right APK adds a synthetic library-like package; base package and base classes stay stable
DC-C02-S01-M1-CAND-0011,DC-C02-S01-M1,m1-controlled-2026-06-12,c9eb615987b677887fece1bc3f43491e24160fef19c145c15f8a1c896fdc2f11,c0c0c631e65fc10e809fb39a038734712e2bb91497a0840b27702e74c6a85d41,positive_library_injection,C02M1-LIB-0011,dev,controlled synthetic local generation,strong,right APK adds a synthetic library-like package; base package and base classes stay stable
DC-C02-S01-M1-CAND-0012,DC-C02-S01-M1,m1-controlled-2026-06-12,e274c88c4b3892685b6a81032030065fbf95b0fbd08f552579065662fcbdc878,cf1f73ee602f7807a5b3a59f73bca8a27c526dd81ded05c2c9a81c831768d24d,positive_library_injection,C02M1-LIB-0012,dev,controlled synthetic local generation,strong,right APK adds a synthetic library-like package; base package and base classes stay stable
DC-C02-S01-M1-CAND-0013,DC-C02-S01-M1,m1-controlled-2026-06-12,731b90860a2c55359a8fd32379dcfe0d5c13a430aef11f80bdc8f3a993e9fdc5,71b5a6d2a8ee54be42914f5c7e45dd7b7428c2ba5bfcfd4aebdf2941f62c306f,positive_library_injection,C02M1-LIB-0013,dev,controlled synthetic local generation,strong,right APK adds a synthetic library-like package; base package and base classes stay stable
DC-C02-S01-M1-CAND-0014,DC-C02-S01-M1,m1-controlled-2026-06-12,c6393d13678ad3062109e85c07a7ab4701aa472153d118322c97acfd372faa04,768276f6743b3c0886b09f7f61e303fb0743f1fe5c08c029cc0f0c1c255799dc,positive_library_injection,C02M1-LIB-0014,dev,controlled synthetic local generation,strong,right APK adds a synthetic library-like package; base package and base classes stay stable
DC-C02-S01-M1-CAND-0015,DC-C02-S01-M1,m1-controlled-2026-06-12,b9493fa5908fb4a8eded877ee61c24a98bf2c1ae7c2f8a3026eeae7426c82740,600e18b4985283d74b4e8b8328445b6ab9107e66ea0ef8c5e3e58a21f6a749a6,positive_library_injection,C02M1-LIB-0015,holdout,controlled synthetic local generation,strong,right APK adds a synthetic library-like package; base package and base classes stay stable
DC-C02-S01-M1-CAND-0016,DC-C02-S01-M1,m1-controlled-2026-06-12,b734f9de943402b9b4e64d9a3d2dfed20ad37effe8d040076e709260a0a250fe,6a0df6021e5d1de7827f94bb0bb50ec9ca379bffcc3f3fb8dc0830db9c7b4129,positive_library_injection,C02M1-LIB-0016,dev,controlled synthetic local generation,strong,right APK adds a synthetic library-like package; base package and base classes stay stable
