coordinate,dataset_id,pair_id,source_pair_id,pair_role,relation_label,split,split_group_id,left_role,right_role,left_sha256,right_sha256,left_package,right_package,left_feature_status,right_feature_status,pair_feature_status,permissions_jaccard,components_jaccard,classes_jaccard,res_path_jaccard,label_source,label_confidence,source_ref,expected_change,expected_invariants,selection_rule,allowed_use,forbidden_use,evidence_ref
DC-C02-S01-M1,DC-C02-S01-M1,DC-C02-S01-M1-POS-0001,DC-C02-S01-M1-CAND-0001,positive,positive_library_injection,dev,C02M1-LIB-0001,base_app,library_injected,99019cd6216c831ccf38df1310a13a536b78c32b4bd3ad4a43cafa274a187925,58e87451acb75b68ce0f2b6f4055deabb92881542571d912047dcb39f8701082,com.phd.m1.c02.f001,com.phd.m1.c02.f001,success,success,success,,,0.7500,1.0000,controlled synthetic local generation,strong,experiments/datasets/tools/build_c02_m1_controlled.py,synthetic library-like package com.phd.m0.syntheticlib.* added to right APK,"manifest package, base resources, and base app classes stay unchanged",20 generated families; every fifth positive pair is holdout,"M1 diagnostic inspection, split checks, library-noise checks, and explanation-tag preparation",No real-SDK benchmark claim; this is a controlled synthetic diagnostic set.,controlled synthetic local generation
DC-C02-S01-M1,DC-C02-S01-M1,DC-C02-S01-M1-POS-0002,DC-C02-S01-M1-CAND-0002,positive,positive_library_injection,dev,C02M1-LIB-0002,base_app,library_injected,e74780396b16442221b3a3fdbd5f118529029a62b822a0eca1afc738878daacb,7ac2788cb83534ba66c78d8ab844aceefcc2b5e52072313675f61c021bb31400,com.phd.m1.c02.f002,com.phd.m1.c02.f002,success,success,success,,,0.7778,1.0000,controlled synthetic local generation,strong,experiments/datasets/tools/build_c02_m1_controlled.py,synthetic library-like package com.phd.m0.syntheticlib.* added to right APK,"manifest package, base resources, and base app classes stay unchanged",20 generated families; every fifth positive pair is holdout,"M1 diagnostic inspection, split checks, library-noise checks, and explanation-tag preparation",No real-SDK benchmark claim; this is a controlled synthetic diagnostic set.,controlled synthetic local generation
DC-C02-S01-M1,DC-C02-S01-M1,DC-C02-S01-M1-POS-0003,DC-C02-S01-M1-CAND-0003,positive,positive_library_injection,dev,C02M1-LIB-0003,base_app,library_injected,0db1c014d383303b9946759a40203b8df211538fe56adbce8baecb154febcce8,3549b36f9bdd57116c9f9620a696b49169c0153fc566fd8894db1cdca7affdb5,com.phd.m1.c02.f003,com.phd.m1.c02.f003,success,success,success,,,0.8000,1.0000,controlled synthetic local generation,strong,experiments/datasets/tools/build_c02_m1_controlled.py,synthetic library-like package com.phd.m0.syntheticlib.* added to right APK,"manifest package, base resources, and base app classes stay unchanged",20 generated families; every fifth positive pair is holdout,"M1 diagnostic inspection, split checks, library-noise checks, and explanation-tag preparation",No real-SDK benchmark claim; this is a controlled synthetic diagnostic set.,controlled synthetic local generation
DC-C02-S01-M1,DC-C02-S01-M1,DC-C02-S01-M1-POS-0004,DC-C02-S01-M1-CAND-0004,positive,positive_library_injection,dev,C02M1-LIB-0004,base_app,library_injected,1673ca10eb77e0c9b8c0aa8b4ce8ac33d35463475637fda9232880355df3f56b,8f2cae1120b822cd1693d359ec2cb19e10a6297cce526a82a6e6f05f4e7e7721,com.phd.m1.c02.f004,com.phd.m1.c02.f004,success,success,success,,,0.7143,1.0000,controlled synthetic local generation,strong,experiments/datasets/tools/build_c02_m1_controlled.py,synthetic library-like package com.phd.m0.syntheticlib.* added to right APK,"manifest package, base resources, and base app classes stay unchanged",20 generated families; every fifth positive pair is holdout,"M1 diagnostic inspection, split checks, library-noise checks, and explanation-tag preparation",No real-SDK benchmark claim; this is a controlled synthetic diagnostic set.,controlled synthetic local generation
DC-C02-S01-M1,DC-C02-S01-M1,DC-C02-S01-M1-POS-0005,DC-C02-S01-M1-CAND-0005,positive,positive_library_injection,holdout,C02M1-LIB-0005,base_app,library_injected,258e1c508b28a9d7713690c83449ecf669c7467f00f4272edbb22e031478390c,13695bcc4c037a9a8d2af4043124885503bfcd041e270ec926a47a1b091f553a,com.phd.m1.c02.f005,com.phd.m1.c02.f005,success,success,success,,,0.7500,1.0000,controlled synthetic local generation,strong,experiments/datasets/tools/build_c02_m1_controlled.py,synthetic library-like package com.phd.m0.syntheticlib.* added to right APK,"manifest package, base resources, and base app classes stay unchanged",20 generated families; every fifth positive pair is holdout,"M1 diagnostic inspection, split checks, library-noise checks, and explanation-tag preparation",No real-SDK benchmark claim; this is a controlled synthetic diagnostic set.,controlled synthetic local generation
DC-C02-S01-M1,DC-C02-S01-M1,DC-C02-S01-M1-POS-0006,DC-C02-S01-M1-CAND-0006,positive,positive_library_injection,dev,C02M1-LIB-0006,base_app,library_injected,606e66a1d162dbff7af7207f50c3bec41f02a0beccf2e445e146aa09abf33b9e,f701ff32f601bedf32368255b431e43e394f549be17b1942dac5d0eaddd38980,com.phd.m1.c02.f006,com.phd.m1.c02.f006,success,success,success,,,0.7778,1.0000,controlled synthetic local generation,strong,experiments/datasets/tools/build_c02_m1_controlled.py,synthetic library-like package com.phd.m0.syntheticlib.* added to right APK,"manifest package, base resources, and base app classes stay unchanged",20 generated families; every fifth positive pair is holdout,"M1 diagnostic inspection, split checks, library-noise checks, and explanation-tag preparation",No real-SDK benchmark claim; this is a controlled synthetic diagnostic set.,controlled synthetic local generation
DC-C02-S01-M1,DC-C02-S01-M1,DC-C02-S01-M1-POS-0007,DC-C02-S01-M1-CAND-0007,positive,positive_library_injection,dev,C02M1-LIB-0007,base_app,library_injected,8c9e45de49a2a835bd5060ff97defe6879e5330dba280a9340b4d13565d0f068,d68d214a4cc7b055aed07b4518a80f9abc9e306818fcea46687ae001381b4fe9,com.phd.m1.c02.f007,com.phd.m1.c02.f007,success,success,success,,,0.8000,1.0000,controlled synthetic local generation,strong,experiments/datasets/tools/build_c02_m1_controlled.py,synthetic library-like package com.phd.m0.syntheticlib.* added to right APK,"manifest package, base resources, and base app classes stay unchanged",20 generated families; every fifth positive pair is holdout,"M1 diagnostic inspection, split checks, library-noise checks, and explanation-tag preparation",No real-SDK benchmark claim; this is a controlled synthetic diagnostic set.,controlled synthetic local generation
DC-C02-S01-M1,DC-C02-S01-M1,DC-C02-S01-M1-POS-0008,DC-C02-S01-M1-CAND-0008,positive,positive_library_injection,dev,C02M1-LIB-0008,base_app,library_injected,c598f3b453f3575f0a70027247de4c918d377ab26b285785828f92a4031803f8,008b2a6c6094cc7337c763ad070add22e0f3dbdab7b56c12b1d387843e3153e2,com.phd.m1.c02.f008,com.phd.m1.c02.f008,success,success,success,,,0.7143,1.0000,controlled synthetic local generation,strong,experiments/datasets/tools/build_c02_m1_controlled.py,synthetic library-like package com.phd.m0.syntheticlib.* added to right APK,"manifest package, base resources, and base app classes stay unchanged",20 generated families; every fifth positive pair is holdout,"M1 diagnostic inspection, split checks, library-noise checks, and explanation-tag preparation",No real-SDK benchmark claim; this is a controlled synthetic diagnostic set.,controlled synthetic local generation
DC-C02-S01-M1,DC-C02-S01-M1,DC-C02-S01-M1-POS-0009,DC-C02-S01-M1-CAND-0009,positive,positive_library_injection,dev,C02M1-LIB-0009,base_app,library_injected,1a52e87d3242aea7167a2ec8631872b80755a67c4d1eca9b39c91c7205e0def5,bb2fa261c82169638969d859cb941544482a7cbc9c173bd2ac6e846ae3adaf72,com.phd.m1.c02.f009,com.phd.m1.c02.f009,success,success,success,,,0.7500,1.0000,controlled synthetic local generation,strong,experiments/datasets/tools/build_c02_m1_controlled.py,synthetic library-like package com.phd.m0.syntheticlib.* added to right APK,"manifest package, base resources, and base app classes stay unchanged",20 generated families; every fifth positive pair is holdout,"M1 diagnostic inspection, split checks, library-noise checks, and explanation-tag preparation",No real-SDK benchmark claim; this is a controlled synthetic diagnostic set.,controlled synthetic local generation
DC-C02-S01-M1,DC-C02-S01-M1,DC-C02-S01-M1-POS-0010,DC-C02-S01-M1-CAND-0010,positive,positive_library_injection,holdout,C02M1-LIB-0010,base_app,library_injected,76a2b4af200ff428afc8361a9dda49cdf3e48fd77d948e99a5b99970c550d4d5,a803efe5556d8f5d0679214c488d315c444c54b38ed55860225766581415cabb,com.phd.m1.c02.f010,com.phd.m1.c02.f010,success,success,success,,,0.7778,1.0000,controlled synthetic local generation,strong,experiments/datasets/tools/build_c02_m1_controlled.py,synthetic library-like package com.phd.m0.syntheticlib.* added to right APK,"manifest package, base resources, and base app classes stay unchanged",20 generated families; every fifth positive pair is holdout,"M1 diagnostic inspection, split checks, library-noise checks, and explanation-tag preparation",No real-SDK benchmark claim; this is a controlled synthetic diagnostic set.,controlled synthetic local generation
